"","source","confidence","target","mor"
"17858","HNF1B","C","LYRM1",0.333333333333333
"17859","HNF1B","C","MAL2",0.333333333333333
"17860","HNF1B","C","MYO16",0.333333333333333
"17861","HNF1B","C","NRXN1",0.333333333333333
"17862","HNF1B","C","PARD3",0.333333333333333
"17863","HNF1B","C","PHEX",0.333333333333333
"17864","HNF1B","C","PLEKHG3",0.333333333333333
"17865","HNF1B","C","PTP4A1",0.333333333333333
"17866","HNF1B","C","SH3KBP1",0.333333333333333
"17867","HNF1B","C","SPINK1",0.333333333333333
"17868","HNF1B","C","TINAG",0.333333333333333
"17869","HNF1B","C","TM4SF4",0.333333333333333
"17870","HNF1B","C","TMCO5A",0.333333333333333
"17871","HNF1B","C","VEPH1",0.333333333333333
"17872","HNF1B","B","WDR72",0.5
"17873","HNF1B","C","ZNF438",0.333333333333333
"17874","HNF4A","C","AATK",0.333333333333333
"17875","HNF4A","C","ABAT",0.333333333333333
"17876","HNF4A","B","ABCA4",0.5
"17877","HNF4A","B","ABCC11",0.5
"17878","HNF4A","B","ABCC3",0.5
"17879","HNF4A","B","ABLIM1",0.5
"17880","HNF4A","B","ABLIM3",0.5
"17881","HNF4A","B","ACACB",0.5
"17882","HNF4A","C","ACAD10",0.333333333333333
"17883","HNF4A","C","ACOT1",0.333333333333333
"17884","HNF4A","A","ACOT13",1
"17885","HNF4A","C","ACOT2",0.333333333333333
"17886","HNF4A","B","ACOT7",0.5
"17887","HNF4A","C","ACOT8",0.333333333333333
"17888","HNF4A","B","ACOX2",0.5
"17889","HNF4A","C","ACSL1",0.333333333333333
"17890","HNF4A","B","ACTN1",0.5
"17891","HNF4A","B","ACTN4",0.5
"17892","HNF4A","B","ACY3",0.5
"17893","HNF4A","A","ADAMTS1",1
"17894","HNF4A","C","ADAMTS18",0.333333333333333
"17895","HNF4A","B","ADCY9",0.5
"17896","HNF4A","C","ADD3",0.333333333333333
"17897","HNF4A","C","ADGRA2",0.333333333333333
"17898","HNF4A","B","ADGRA3",0.5
"17899","HNF4A","B","ADGRF1",0.5
"17900","HNF4A","B","ADGRG6",0.5
"17901","HNF4A","B","ADGRV1",0.5
"17902","HNF4A","C","ADPGK",0.333333333333333
"17903","HNF4A","B","AFDN",0.5
"17904","HNF4A","B","AFF1",0.5
"17905","HNF4A","B","AGAP1",0.5
"17906","HNF4A","B","AGPAT3",0.5
"17907","HNF4A","B","AGXT",0.5
"17908","HNF4A","B","AHCY",0.5
"17909","HNF4A","B","AHNAK",0.5
"17910","HNF4A","C","AIFM3",0.333333333333333
"17911","HNF4A","B","AIG1",0.5
"17912","HNF4A","B","AK2",0.5
"17913","HNF4A","B","AKAP1",0.5
"17914","HNF4A","B","AKAP13",0.5
"17915","HNF4A","C","AKR1C3",0.333333333333333
"17916","HNF4A","C","ALAS1",0.333333333333333
"17917","HNF4A","B","ALDH1A1",0.5
"17918","HNF4A","B","ALDH3A2",0.5
"17919","HNF4A","C","ALDH3B1",0.333333333333333
"17920","HNF4A","A","ALDH6A1",1
"17921","HNF4A","C","ALPK3",0.333333333333333
"17922","HNF4A","B","AMBRA1",0.5
"17923","HNF4A","C","AMPD2",0.333333333333333
"17924","HNF4A","B","AMPD3",0.5
"17925","HNF4A","C","AMT",0.333333333333333
"17926","HNF4A","C","AMZ1",0.333333333333333
"17927","HNF4A","C","ANGPTL4",0.333333333333333
"17928","HNF4A","A","ANK3",1
"17929","HNF4A","C","ANKRD11",0.333333333333333
"17930","HNF4A","C","ANKRD29",0.333333333333333
"17931","HNF4A","C","ANO4",0.333333333333333
"17932","HNF4A","C","ANXA11",0.333333333333333
"17933","HNF4A","B","ANXA2",0.5
"17934","HNF4A","B","ANXA4",0.5
"17935","HNF4A","C","AP1AR",0.333333333333333
"17936","HNF4A","C","AP1M1",0.333333333333333
"17937","HNF4A","B","ARHGAP12",0.5
"17938","HNF4A","B","ARHGAP18",0.5
"17939","HNF4A","B","ARHGAP26",0.5
"17940","HNF4A","B","ARHGEF10L",0.5
"17941","HNF4A","C","ARHGEF11",0.333333333333333
"17942","HNF4A","B","ARHGEF3",0.5
"17943","HNF4A","B","ARID1A",0.5
"17944","HNF4A","B","ARID5B",0.5
"17945","HNF4A","B","ARSG",0.5
"17946","HNF4A","C","ARSH",0.333333333333333
"17947","HNF4A","B","ASAP2",0.5
"17948","HNF4A","B","ASS1",0.5
"17949","HNF4A","C","ATP2B1",0.333333333333333
"17950","HNF4A","B","ATP2B2",0.5
"17951","HNF4A","C","ATP6V0D1",0.333333333333333
"17952","HNF4A","B","ATP7B",0.5
"17953","HNF4A","B","ATP8B1",0.5
"17954","HNF4A","C","ATP8B3",0.333333333333333
"17955","HNF4A","B","ATXN7L1",0.5
"17956","HNF4A","B","AUTS2",0.5
"17957","HNF4A","C","BAIAP2L2",0.333333333333333
"17958","HNF4A","C","BATF2",0.333333333333333
"17959","HNF4A","C","BBOX1",0.333333333333333
"17960","HNF4A","B","BCAR3",0.5
"17961","HNF4A","B","BCAS3",0.5
"17962","HNF4A","C","BCAT2",0.333333333333333
"17963","HNF4A","B","BCL3",0.5
"17964","HNF4A","B","BCL9L",0.5
"17965","HNF4A","B","BCOR",0.5
"17966","HNF4A","B","BCR",0.5
"17967","HNF4A","B","BICC1",0.5
"17968","HNF4A","C","BLCAP",0.333333333333333
"17969","HNF4A","C","BLOC1S5",0.333333333333333
"17970","HNF4A","A","BPHL",1
"17971","HNF4A","C","BRAP",0.333333333333333
"17972","HNF4A","C","BRD2",0.333333333333333
"17973","HNF4A","B","BRD4",0.5
"17974","HNF4A","C","BTBD19",0.333333333333333
"17975","HNF4A","B","BTNL8",0.5
"17976","HNF4A","C","BYSL",0.333333333333333
"17977","HNF4A","C","ZFTA",0.333333333333333
"17978","HNF4A","C","C15orf39",0.333333333333333
"17979","HNF4A","C","C17orf99",0.333333333333333
"17980","HNF4A","B","C1orf210",0.5
"17981","HNF4A","C","C2orf88",0.333333333333333
"17982","HNF4A","C","APRG1",0.333333333333333
"17983","HNF4A","B","C8B",0.5
"17984","HNF4A","C","C9orf64",0.333333333333333
"17985","HNF4A","C","CACNA1H",0.333333333333333
"17986","HNF4A","C","CACNB2",0.333333333333333
"17987","HNF4A","B","CALD1",0.5
"17988","HNF4A","B","CAMK2D",0.5
"17989","HNF4A","B","CAMK2N1",0.5
"17990","HNF4A","C","CAND1",0.333333333333333
"17991","HNF4A","B","CAPZA2",0.5
"17992","HNF4A","C","CARD14",0.333333333333333
"17993","HNF4A","C","CARMIL3",0.333333333333333
"17994","HNF4A","B","CAST",0.5
"17995","HNF4A","C","CBFA2T3",0.333333333333333
"17996","HNF4A","C","CCDC154",0.333333333333333
"17997","HNF4A","C","CCDC25",0.333333333333333
"17998","HNF4A","B","CCDC57",0.5
"17999","HNF4A","B","CCDC85C",0.5
"18000","HNF4A","C","CCDC93",0.333333333333333
"18001","HNF4A","C","CCL16",0.333333333333333
"18002","HNF4A","B","CCNY",0.5
"18003","HNF4A","C","CD2BP2",0.333333333333333
"18004","HNF4A","C","CD36",0.333333333333333
"18005","HNF4A","B","CDC42EP4",0.5
"18006","HNF4A","C","CDH10",0.333333333333333
"18007","HNF4A","B","CDH23",0.5
"18008","HNF4A","B","CDK5RAP2",0.5
"18009","HNF4A","C","CELSR3",0.333333333333333
"18010","HNF4A","C","CEP68",0.333333333333333
"18011","HNF4A","C","CERS2",0.333333333333333
"18012","HNF4A","C","CFAP61",0.333333333333333
"18013","HNF4A","C","CFAP91",0.333333333333333
"18014","HNF4A","C","CFAP97D1",0.333333333333333
"18015","HNF4A","B","CHD2",0.5
"18016","HNF4A","C","CHD5",0.333333333333333
"18017","HNF4A","B","CHD9",0.5
"18018","HNF4A","C","CHIT1",0.333333333333333
"18019","HNF4A","B","CHN2",0.5
"18020","HNF4A","C","CHODL",0.333333333333333
"18021","HNF4A","C","CHST13",0.333333333333333
"18022","HNF4A","C","CHST3",0.333333333333333
"18023","HNF4A","C","CIDEC",0.333333333333333
"18024","HNF4A","B","CLASP1",0.5
"18025","HNF4A","C","CLDN19",0.333333333333333
"18026","HNF4A","A","CLDN4",1
"18027","HNF4A","B","CLEC16A",0.5
"18028","HNF4A","B","CLMN",0.5
"18029","HNF4A","B","CLRN3",0.5
"18030","HNF4A","C","CLSTN3",0.333333333333333
"18031","HNF4A","C","CLUH",0.333333333333333
"18032","HNF4A","C","CMC1",0.333333333333333
"18033","HNF4A","B","CNKSR3",0.5
"18034","HNF4A","C","CNNM1",0.333333333333333
"18035","HNF4A","C","CNOT9",0.333333333333333
"18036","HNF4A","C","COA4",0.333333333333333
"18037","HNF4A","B","COBL",0.5
"18038","HNF4A","C","COL1A2",0.333333333333333
"18039","HNF4A","B","COL27A1",0.5
"18040","HNF4A","C","COL8A2",0.333333333333333
"18041","HNF4A","C","COMT",0.333333333333333
"18042","HNF4A","C","COQ8A",0.333333333333333
"18043","HNF4A","B","CORO1C",0.5
"18044","HNF4A","B","CORO2A",0.5
"18045","HNF4A","B","CPLX2",0.5
"18046","HNF4A","C","CPQ",0.333333333333333
"18047","HNF4A","B","CRACD",0.5
"18048","HNF4A","C","CRHR1",0.333333333333333
"18049","HNF4A","C","CRTC2",0.333333333333333
"18050","HNF4A","C","CSMD2",0.333333333333333
"18051","HNF4A","C","CSPG4",0.333333333333333
"18052","HNF4A","C","CST5",0.333333333333333
"18053","HNF4A","B","CTNNA1",0.5
"18054","HNF4A","B","CTNND1",0.5
"18055","HNF4A","B","CTSB",0.5
"18056","HNF4A","B","CTSE",0.5
"18057","HNF4A","B","CUEDC1",0.5
"18058","HNF4A","B","CUX1",0.5
"18059","HNF4A","A","CYP26A1",1
"18060","HNF4A","B","CYP4F3",0.5
"18061","HNF4A","C","CYREN",0.333333333333333
"18062","HNF4A","B","DAAM1",0.5
"18063","HNF4A","B","DAB1",0.5
"18064","HNF4A","B","DAB2IP",0.5
"18065","HNF4A","B","DCBLD1",0.5
"18066","HNF4A","C","DCC",0.333333333333333
"18067","HNF4A","C","DCDC1",0.333333333333333
"18068","HNF4A","C","DCTN5",0.333333333333333
"18069","HNF4A","C","DDX55",0.333333333333333
"18070","HNF4A","B","DENND1A",0.5
"18071","HNF4A","C","DENND1C",0.333333333333333
"18072","HNF4A","B","DENND2B",0.5
"18073","HNF4A","C","DENND2D",0.333333333333333
"18074","HNF4A","B","DGKG",0.5
"18075","HNF4A","B","DHRS3",0.5
"18076","HNF4A","B","DIP2C",0.5
"18077","HNF4A","B","DLC1",0.5
"18078","HNF4A","B","DLEU1",0.5
"18079","HNF4A","C","DLG2",0.333333333333333
"18080","HNF4A","B","DLGAP4",0.5
"18081","HNF4A","B","DMD",0.5
"18082","HNF4A","C","DNAH10",0.333333333333333
"18083","HNF4A","C","DNAH3",0.333333333333333
"18084","HNF4A","C","DNAJA2",0.333333333333333
"18085","HNF4A","B","DNAJB12",0.5
"18086","HNF4A","C","DNAJC21",0.333333333333333
"18087","HNF4A","C","DNMT3B",0.333333333333333
"18088","HNF4A","B","DOCK4",0.5
"18089","HNF4A","B","DOCK5",0.5
"18090","HNF4A","C","DOK4",0.333333333333333
"18091","HNF4A","C","DOK7",0.333333333333333
"18092","HNF4A","C","DONSON",0.333333333333333
"18093","HNF4A","B","DPYSL2",0.5
"18094","HNF4A","C","DRC3",0.333333333333333
"18095","HNF4A","A","DSC2",1
"18096","HNF4A","B","DST",0.5
"18097","HNF4A","C","DTL",0.333333333333333
"18098","HNF4A","C","DUSP15",0.333333333333333
"18099","HNF4A","B","ECE1",0.5
"18100","HNF4A","B","EEPD1",0.5
"18101","HNF4A","B","EFHC1",0.5
"18102","HNF4A","A","EFHD1",1
"18103","HNF4A","C","EFNA2",0.333333333333333
"18104","HNF4A","B","EGFR",0.5
"18105","HNF4A","B","EGLN3",0.5
"18106","HNF4A","B","EHD1",0.5
"18107","HNF4A","B","EHF",0.5
"18108","HNF4A","C","EIF2AK4",0.333333333333333
"18109","HNF4A","C","EIF5B",0.333333333333333
"18110","HNF4A","B","ELL",0.5
"18111","HNF4A","B","ELMO1",0.5
"18112","HNF4A","C","EMB",0.333333333333333
"18113","HNF4A","B","EML6",0.5
"18114","HNF4A","B","ENC1",0.5
"18115","HNF4A","C","ENPP7",0.333333333333333
"18116","HNF4A","B","ENTPD8",0.5
"18117","HNF4A","B","EPAS1",0.5
"18118","HNF4A","B","EPB41L2",0.5
"18119","HNF4A","B","EPHA10",0.5
"18120","HNF4A","A","EPHX2",1
"18121","HNF4A","A","EPS15L1",1
"18122","HNF4A","B","EPS8",0.5
"18123","HNF4A","B","ERGIC1",0.5
"18124","HNF4A","B","ERI3",0.5
"18125","HNF4A","B","ERN1",0.5
"18126","HNF4A","C","ETNK2",0.333333333333333
"18127","HNF4A","B","ETV4",0.5
"18128","HNF4A","B","ETV6",0.5
"18129","HNF4A","B","EXT1",0.5
"18130","HNF4A","B","F5",0.5
"18131","HNF4A","B","FAH",0.5
"18132","HNF4A","B","FAM102A",0.5
"18133","HNF4A","B","FAM107B",0.5
"18134","HNF4A","B","FAM13A",0.5
"18135","HNF4A","C","FAM170A",0.333333333333333
"18136","HNF4A","C","FAM20C",0.333333333333333
"18137","HNF4A","B","FAM222A",0.5
"18138","HNF4A","C","FAM234B",0.333333333333333
"18139","HNF4A","B","FARP1",0.5
"18140","HNF4A","B","FAT1",0.5
"18141","HNF4A","C","FBXL6",0.333333333333333
"18142","HNF4A","C","FCMR",0.333333333333333
"18143","HNF4A","C","FDFT1",0.333333333333333
"18144","HNF4A","B","FERMT2",0.5
"18145","HNF4A","C","FES",0.333333333333333
"18146","HNF4A","C","FEZ2",0.333333333333333
"18147","HNF4A","B","FGA",0.5
"18148","HNF4A","B","FGFR3",0.5
"18149","HNF4A","B","FGGY",0.5
"18150","HNF4A","B","FHAD1",0.5
"18151","HNF4A","B","FHL2",0.5
"18152","HNF4A","C","FLNA",0.333333333333333
"18153","HNF4A","B","FLNB",0.5
"18154","HNF4A","C","FNBP1",0.333333333333333
"18155","HNF4A","B","FNDC3B",0.5
"18156","HNF4A","C","FNIP1",0.333333333333333
"18157","HNF4A","B","FNIP2",0.5
"18158","HNF4A","B","FOXN3",0.5
"18159","HNF4A","B","FOXP1",0.5
"18160","HNF4A","B","FOXQ1",0.5
"18161","HNF4A","C","FOXRED2",0.333333333333333
"18162","HNF4A","C","FRK",0.333333333333333
"18163","HNF4A","B","FRMD4B",0.5
"18164","HNF4A","B","FRY",0.5
"18165","HNF4A","C","FSTL3",0.333333333333333
"18166","HNF4A","B","FTO",0.5
"18167","HNF4A","B","FYN",0.5
"18168","HNF4A","A","G6PC3",1
"18169","HNF4A","B","GALNT2",0.5
"18170","HNF4A","C","GAS2L3",0.333333333333333
"18171","HNF4A","B","GCLC",0.5
"18172","HNF4A","B","GDA",0.5
"18173","HNF4A","B","GDF15",0.5
"18174","HNF4A","B","GFOD1",0.5
"18175","HNF4A","C","GFRA2",0.333333333333333
"18176","HNF4A","B","GGT6",0.5
"18177","HNF4A","C","GIMAP7",0.333333333333333
"18178","HNF4A","B","GIPC2",0.5
"18179","HNF4A","B","GLIS3",0.5
"18180","HNF4A","C","GLYCTK",0.333333333333333
"18181","HNF4A","B","GMDS",0.5
"18182","HNF4A","B","GNA12",0.5
"18183","HNF4A","C","GNAL",0.333333333333333
"18184","HNF4A","C","GNG4",0.333333333333333
"18185","HNF4A","C","GNS",0.333333333333333
"18186","HNF4A","C","GPR108",0.333333333333333
"18187","HNF4A","C","GPR35",0.333333333333333
"18188","HNF4A","B","GPRC5C",0.5
"18189","HNF4A","B","GPRIN2",0.5
"18190","HNF4A","B","GRAMD2B",0.5
"18191","HNF4A","B","GRAMD4",0.5
"18192","HNF4A","B","GRB10",0.5
"18193","HNF4A","C","GRINA",0.333333333333333
"18194","HNF4A","C","GRM4",0.333333333333333
"18195","HNF4A","B","GSE1",0.5
"18196","HNF4A","B","GSN",0.5
"18197","HNF4A","C","GSTO1",0.333333333333333
"18198","HNF4A","B","GTF2IRD1",0.5
"18199","HNF4A","C","GTPBP4",0.333333333333333
"18200","HNF4A","C","HAAO",0.333333333333333
"18201","HNF4A","B","HDAC4",0.5
"18202","HNF4A","C","HDAC6",0.333333333333333
"18203","HNF4A","B","HIPK2",0.5
"18204","HNF4A","B","HIVEP2",0.5
"18205","HNF4A","B","HLF",0.5
"18206","HNF4A","C","HMCES",0.333333333333333
"18207","HNF4A","C","HNMT",0.333333333333333
"18208","HNF4A","C","HNRNPC",0.333333333333333
"18209","HNF4A","C","HOMER3",0.333333333333333
"18210","HNF4A","B","HPCAL1",0.5
"18211","HNF4A","C","HPS1",0.333333333333333
"18212","HNF4A","C","HSD17B11",0.333333333333333
"18213","HNF4A","B","HSD17B2",0.5
"18214","HNF4A","C","IGF1R",0.333333333333333
"18215","HNF4A","B","IGF2BP3",0.5
"18216","HNF4A","C","IGSF23",0.333333333333333
"18217","HNF4A","C","IL18R1",0.333333333333333
"18218","HNF4A","B","IL1R1",0.5
"18219","HNF4A","B","IL1RAP",0.5
"18220","HNF4A","C","INHBE",0.333333333333333
"18221","HNF4A","B","INSR",0.5
"18222","HNF4A","C","IQCN",0.333333333333333
"18223","HNF4A","B","IQGAP2",0.5
"18224","HNF4A","C","IQSEC3",0.333333333333333
"18225","HNF4A","C","IRF8",0.333333333333333
"18226","HNF4A","B","ITGB5",0.5
"18227","HNF4A","B","ITPR1",0.5
"18228","HNF4A","B","ITPR2",0.5
"18229","HNF4A","C","ITPRID2",0.333333333333333
"18230","HNF4A","B","KALRN",0.5
"18231","HNF4A","C","KANK1",0.333333333333333
"18232","HNF4A","C","KATNB1",0.333333333333333
"18233","HNF4A","B","KAZN",0.5
"18234","HNF4A","C","KCNAB2",0.333333333333333
"18235","HNF4A","C","KCNC1",0.333333333333333
"18236","HNF4A","C","KCNH4",0.333333333333333
"18237","HNF4A","B","KCNMA1",0.5
"18238","HNF4A","B","KDM4C",0.5
"18239","HNF4A","C","KDM6B",0.333333333333333
"18240","HNF4A","C","KDM8",0.333333333333333
"18241","HNF4A","B","KHDRBS3",0.5
"18242","HNF4A","C","KIAA0319L",0.333333333333333
"18243","HNF4A","B","KIAA1217",0.5
"18244","HNF4A","C","KIF21A",0.333333333333333
"18245","HNF4A","C","KLHL3",0.333333333333333
"18246","HNF4A","C","KLHL5",0.333333333333333
"18247","HNF4A","C","KNL1",0.333333333333333
"18248","HNF4A","C","KRT23",0.333333333333333
"18249","HNF4A","B","KRT8",0.5
"18250","HNF4A","B","KSR1",0.5
"18251","HNF4A","B","LAMA5",0.5
"18252","HNF4A","B","LARGE1",0.5
"18253","HNF4A","C","LCP1",0.333333333333333
"18254","HNF4A","C","LEAP2",0.333333333333333
"18255","HNF4A","B","LEKR1",0.5
"18256","HNF4A","B","LGALS2",0.5
"18257","HNF4A","B","LHFPL2",0.5
"18258","HNF4A","B","LHPP",0.5
"18259","HNF4A","B","LINC00299",0.5
"18260","HNF4A","C","LINC02693",0.333333333333333
"18261","HNF4A","B","LMNA",0.5
"18262","HNF4A","B","LMO7",0.5
"18263","HNF4A","C","LPO",0.333333333333333
"18264","HNF4A","B","LPP",0.5
"18265","HNF4A","C","LRCH3",0.333333333333333
"18266","HNF4A","B","LRIG1",0.5
"18267","HNF4A","C","LRIG2",0.333333333333333
"18268","HNF4A","B","LRP5",0.5
"18269","HNF4A","C","LRP8",0.333333333333333
"18270","HNF4A","C","LRRC73",0.333333333333333
"18271","HNF4A","B","LRRC8D",0.5
"18272","HNF4A","B","LRRFIP1",0.5
"18273","HNF4A","B","LSM4",0.5
"18274","HNF4A","C","LTBP4",0.333333333333333
"18275","HNF4A","C","LZIC",0.333333333333333
"18276","HNF4A","C","MAB21L4",0.333333333333333
"18277","HNF4A","B","MACF1",0.5
"18278","HNF4A","B","MAD1L1",0.5
"18279","HNF4A","C","MAFK",0.333333333333333
"18280","HNF4A","B","MAGI1",0.5
"18281","HNF4A","B","MAML2",0.5
"18282","HNF4A","B","MAOA",0.5
"18283","HNF4A","C","MAP3K11",0.333333333333333
"18284","HNF4A","C","MAP3K14",0.333333333333333
"18285","HNF4A","B","MAP4K4",0.5
"18286","HNF4A","B","MARK2",0.5
"18287","HNF4A","C","MASP1",0.333333333333333
"18288","HNF4A","B","MAST4",0.5
"18289","HNF4A","B","MBNL2",0.5
"18290","HNF4A","B","MBNL3",0.5
"18291","HNF4A","B","MCF2L",0.5
"18292","HNF4A","C","MCFD2",0.333333333333333
"18293","HNF4A","B","ME3",0.5
"18294","HNF4A","B","MET",0.5
"18295","HNF4A","B","METTL7B",0.5
"18296","HNF4A","C","MGAT1",0.333333333333333
"18297","HNF4A","B","MGRN1",0.5
"18298","HNF4A","C","MIA2",0.333333333333333
"18299","HNF4A","B","MICAL2",0.5
"18300","HNF4A","B","MICAL3",0.5
"18301","HNF4A","B","MIDEAS",0.5
"18302","HNF4A","B","MIDN",0.5
"18303","HNF4A","C","MLF2",0.333333333333333
"18304","HNF4A","C","MLXIP",0.333333333333333
"18305","HNF4A","A","MME",1
"18306","HNF4A","C","MMP20",0.333333333333333
"18307","HNF4A","B","MOGAT2",0.5
"18308","HNF4A","C","MRPS28",0.333333333333333
"18309","HNF4A","C","MSH3",0.333333333333333
"18310","HNF4A","B","MSI2",0.5
"18311","HNF4A","C","MSMO1",0.333333333333333
"18312","HNF4A","C","MTARC1",0.333333333333333
"18313","HNF4A","B","MTARC2",0.5
"18314","HNF4A","C","MTIF3",0.333333333333333
"18315","HNF4A","B","MTMR12",0.5
"18316","HNF4A","B","MTSS1",0.5
"18317","HNF4A","C","MTSS2",0.333333333333333
"18318","HNF4A","B","MTUS1",0.5
"18319","HNF4A","B","MUC13",0.5
"18320","HNF4A","B","MVK",0.5
"18321","HNF4A","C","MX2",0.333333333333333
"18322","HNF4A","B","MYBPC1",0.5
"18323","HNF4A","B","MYH9",0.5
"18324","HNF4A","C","MYL3",0.333333333333333
"18325","HNF4A","B","MYLK",0.5
"18326","HNF4A","C","MYO15A",0.333333333333333
"18327","HNF4A","B","MYO18A",0.5
"18328","HNF4A","B","MYO1B",0.5
"18329","HNF4A","C","MYO7B",0.333333333333333
"18330","HNF4A","B","MYOM1",0.5
"18331","HNF4A","C","MYOM3",0.333333333333333
"18332","HNF4A","B","N4BP1",0.5
"18333","HNF4A","C","N4BP2",0.333333333333333
"18334","HNF4A","C","NADK2",0.333333333333333
"18335","HNF4A","C","NAGS",0.333333333333333
"18336","HNF4A","B","NAV2",0.5
"18337","HNF4A","B","NCOA4",0.5
"18338","HNF4A","B","NCOR2",0.5
"18339","HNF4A","B","NDST1",0.5
"18340","HNF4A","C","NDUFA12",0.333333333333333
"18341","HNF4A","C","NDUFA6",0.333333333333333
"18342","HNF4A","B","NDUFAF6",0.5
"18343","HNF4A","C","NDUFS6",0.333333333333333
"18344","HNF4A","B","NEDD4L",0.5
"18345","HNF4A","B","NEDD9",0.5
"18346","HNF4A","C","NEK2",0.333333333333333
"18347","HNF4A","B","NEK6",0.5
"18348","HNF4A","A","NELL2",1
"18349","HNF4A","C","NEU4",0.333333333333333
"18350","HNF4A","C","NEURL2",0.333333333333333
"18351","HNF4A","B","NFASC",0.5
"18352","HNF4A","B","NFIA",0.5
"18353","HNF4A","B","NFIB",0.5
"18354","HNF4A","B","NFKBIZ",0.5
"18355","HNF4A","B","NHSL1",0.5
"18356","HNF4A","C","NIPAL1",0.333333333333333
"18357","HNF4A","B","NOL4L",0.5
"18358","HNF4A","B","NPAS2",0.5
"18359","HNF4A","C","NPTN",0.333333333333333
"18360","HNF4A","C","NR1D1",0.333333333333333
"18361","HNF4A","C","NR1H3",0.333333333333333
"18362","HNF4A","C","NR2C1",0.333333333333333
"18363","HNF4A","B","NR2F6",0.5
"18364","HNF4A","B","NRP1",0.5
"18365","HNF4A","C","NSL1",0.333333333333333
"18366","HNF4A","C","NT5C3A",0.333333333333333
"18367","HNF4A","C","NUDT16",0.333333333333333
"18368","HNF4A","C","NUDT7",0.333333333333333
"18369","HNF4A","B","NUP210",0.5
"18370","HNF4A","C","OGG1",0.333333333333333
"18371","HNF4A","C","OLFML1",0.333333333333333
"18372","HNF4A","C","OSBP2",0.333333333333333
"18373","HNF4A","B","OSBPL10",0.5
"18374","HNF4A","C","OSBPL2",0.333333333333333
"18375","HNF4A","B","OSBPL3",0.5
"18376","HNF4A","C","PAAF1",0.333333333333333
"18377","HNF4A","B","PACSIN2",0.5
"18378","HNF4A","C","PAK4",0.333333333333333
"18379","HNF4A","C","PAOX",0.333333333333333
"18380","HNF4A","B","PCBP1",0.5
"18381","HNF4A","A","PCK2",1
"18382","HNF4A","B","PCSK6",0.5
"18383","HNF4A","B","PDE4D",0.5
"18384","HNF4A","C","PDE7B",0.333333333333333
"18385","HNF4A","B","PDE8A",0.5
"18386","HNF4A","B","PDLIM5",0.5
"18387","HNF4A","B","PEMT",0.5
"18388","HNF4A","B","PEPD",0.5
"18389","HNF4A","B","PER2",0.5
"18390","HNF4A","B","PHACTR2",0.5
"18391","HNF4A","B","PHF3",0.5
"18392","HNF4A","B","PHLDB2",0.5
"18393","HNF4A","B","PHLPP1",0.5
"18394","HNF4A","C","PI4K2B",0.333333333333333
"18395","HNF4A","B","PIK3AP1",0.5
"18396","HNF4A","B","PIK3R1",0.5
"18397","HNF4A","B","PIM1",0.5
"18398","HNF4A","C","PINK1",0.333333333333333
"18399","HNF4A","C","PIPOX",0.333333333333333
"18400","HNF4A","C","PKM",0.333333333333333
"18401","HNF4A","B","PLA2G4F",0.5
"18402","HNF4A","B","PLCB1",0.5
"18403","HNF4A","C","PLCH2",0.333333333333333
"18404","HNF4A","B","PLD1",0.5
"18405","HNF4A","B","PLEC",0.5
"18406","HNF4A","B","PLEKHA6",0.5
"18407","HNF4A","B","PLEKHA7",0.5
"18408","HNF4A","C","PLEKHG2",0.333333333333333
"18409","HNF4A","B","PLEKHG3",0.5
"18410","HNF4A","C","PLEKHG5",0.333333333333333
"18411","HNF4A","B","PLEKHG6",0.5
"18412","HNF4A","C","PLEKHH1",0.333333333333333
"18413","HNF4A","B","PLEKHM3",0.5
"18414","HNF4A","B","PLPP3",0.5
"18415","HNF4A","B","PLXNA2",0.5
"18416","HNF4A","C","POLE",0.333333333333333
"18417","HNF4A","B","POR",0.5
"18418","HNF4A","B","PPFIBP2",0.5
"18419","HNF4A","C","PPP2R2A",0.333333333333333
"18420","HNF4A","B","PPP3CA",0.5
"18421","HNF4A","B","PPTC7",0.5
"18422","HNF4A","B","PRKAG2",0.5
"18423","HNF4A","B","PRKCE",0.5
"18424","HNF4A","B","PRKCH",0.5
"18425","HNF4A","B","PRLR",0.5
"18426","HNF4A","C","PRMT8",0.333333333333333
"18427","HNF4A","B","PRR5",0.5
"18428","HNF4A","C","PRRC2B",0.333333333333333
"18429","HNF4A","C","PRXL2A",0.333333333333333
"18430","HNF4A","B","PSD3",0.5
"18431","HNF4A","B","PSD4",0.5
"18432","HNF4A","C","PSMA1",0.333333333333333
"18433","HNF4A","C","PSMA5",0.333333333333333
"18434","HNF4A","C","PSMF1",0.333333333333333
"18435","HNF4A","B","PTK2",0.5
"18436","HNF4A","B","PTK2B",0.5
"18437","HNF4A","C","PTMS",0.333333333333333
"18438","HNF4A","B","PTP4A1",0.5
"18439","HNF4A","B","PTPRF",0.5
"18440","HNF4A","C","PTPRH",0.333333333333333
"18441","HNF4A","B","PTPRM",0.5
"18442","HNF4A","C","PUF60",0.333333333333333
"18443","HNF4A","B","PXN",0.5
"18444","HNF4A","C","RAB37",0.333333333333333
"18445","HNF4A","B","RABGAP1L",0.5
"18446","HNF4A","B","RAD51B",0.5
"18447","HNF4A","C","RAF1",0.333333333333333
"18448","HNF4A","B","RALGPS1",0.5
"18449","HNF4A","B","RAPGEF1",0.5
