"","source","confidence","target","mor"
"1","MYC","A","TERT",1
"2","SMAD3","A","JUN",1
"3","SMAD4","A","JUN",1
"4","SP1","A","ALDOA",1
"5","TP53","A","IGF1R",-1
"6","ZBTB16","A","CCNA2",-1
"7","RUNX1","A","IL3",-1
"8","STAT1","A","CDKN1A",1
"9","STAT3","A","CDKN1A",1
"10","RELA","A","ABCB1",1
"11","TP53","A","CDKN1A",1
"12","TP53","A","RB1",-1
"13","E2F1","A","CDKN1A",1
"14","E2F3","A","CDKN1A",1
"15","YY1","A","NR3C1",1
"16","TP53","A","BCL2",-1
"17","STAT4","A","IRF1",1
"18","WT1","A","ODC1",1
"19","IRF3","A","IFNA1",1
"20","HNF1A","A","IGF1",1
"21","STAT5A","A","IGF1",1
"22","ETS1","A","TIMP1",1
"23","ARNT","A","CYP1B1",1
"24","AHR","A","CYP1B1",1
"25","TP53","A","CCNB1",-1
"26","STAT5A","A","CCND1",1
"27","TP53","A","MDM2",1
"28","RBPJ","A","HES1",1
"29","ATF2","A","CCND1",1
"30","JUN","A","CCND1",1
"31","NFATC2","A","IL4",1
"32","HNF4A","A","GUCY2C",1
"33","RARA","A","SFTPB",1
"34","JUN","A","CDKN1A",1
"35","JUN","A","TP53",-1
"36","STAT3","A","PRF1",1
"37","PPARG","A","SERPINE1",-1
"38","SP1","A","FASLG",1
"39","AR","A","KLK3",1
"40","ATF1","A","CFTR",1
"41","SP1","A","GAST",1
"42","GATA4","A","NPPA",1
"43","RARB","A","RARG",-1
"44","RARG","A","RARB",1
"45","JUN","A","CCL5",1
"46","RELA","A","CD40",1
"47","RELA","A","IFNG",1
"48","ESR2","A","RARA",1
"49","ESR1","A","RARA",1
"50","PAX6","A","KRT12",1
"51","PITX1","C","LHB",0.333333333333333
"52","EGR1","A","LHB",1
"53","FOS","A","TP53",1
"54","TP53","A","FOS",-1
"55","SP1","A","FOS",1
"56","SP1","A","EGR1",1
"57","EGR1","C","NR2F1",0.333333333333333
"58","MYC","A","ENO1",1
"59","TP53","A","CCND1",-1
"60","CREB1","A","PCK1",1
"61","RELA","A","NOS2",1
"62","NFKB1","A","NOS2",1
"63","ATF4","A","DDIT3",1
"64","ATF4","A","ATF3",1
"65","ATF3","A","DDIT3",1
"66","SMAD4","A","SERPINE1",1
"67","SMAD3","A","SERPINE1",1
"68","STAT1","A","IRF8",1
"69","TP53","A","S100A2",1
"70","PAX6","C","GCG",0.333333333333333
"71","TP53","A","BAX",1
"72","TP53","A","CCNG1",1
"73","TP53","A","GADD45A",1
"74","STAT4","A","IFNG",1
"75","PPARG","A","LPL",1
"76","NR5A1","A","CYP17A1",1
"77","FOS","B","RUNX1",0.5
"78","FOXO3","A","FASLG",1
"79","USF1","A","FASN",1
"80","ELK1","A","SOD1",1
"81","FLI1","A","GP9",1
"82","FLI1","A","ITGA2B",1
"83","EGR1","A","ELK1",1
"84","ELK1","A","EGR1",1
"85","ELK4","C","EGR1",0.333333333333333
"86","POU1F1","A","PRL",1
"87","CEBPA","A","ALB",1
"88","CREB1","A","CCND1",1
"89","STAT1","A","IFNG",1
"90","JUN","A","IL6",1
"91","HIF1A","A","EPO",1
"92","MYC","A","CDC25A",1
"93","ARNT","A","EPO",1
"94","TP73","A","MDM2",1
"95","TP73","C","TP53",0.333333333333333
"96","TP53","A","TP73",1
"97","TP73","A","CDKN1A",1
"98","E2F4","A","E2F1",-1
"99","SP1","A","CDKN1A",1
"100","ETS2","A","IL5",1
"101","GATA3","A","IL5",1
"102","ETS1","A","IL5",1
"103","SP1","A","TGFB1",1
"104","JUN","A","OXTR",1
"105","REL","A","IL2RA",1
"106","SP1","A","LDLR",1
"107","YY1","A","LDLR",-1
"108","CEBPA","A","PCK1",1
"109","WT1","A","CDKN1A",1
"110","FOS","A","ERCC1",1
"111","YY1","A","CXCR4",-1
"112","MYC","A","CXCR4",1
"113","USF1","A","CXCR4",1
"114","NR5A1","A","LHB",1
"115","ATF2","A","TNF",1
"116","JUN","A","TNF",1
"117","LEF1","A","CCND1",1
"118","CEBPB","A","STAR",1
"119","NR5A1","A","STAR",1
"120","SRF","A","FOS",1
"121","MYC","A","CDKN1A",-1
"122","JUN","A","IL2",1
"123","SOX9","A","MIA",1
"124","IRF1","A","IFNA1",1
"125","IRF1","A","IRF2",1
"126","TP53","A","LITAF",1
"127","TP53","A","BTG2",1
"128","SP3","A","CDKN1A",1
"129","TP53","A","PCNA",1
"130","STAT1","A","IFNB1",-1
"131","ATF2","A","JUN",1
"132","EGR1","A","F3",1
"133","SRF","A","EGR1",1
"134","HNF4A","A","SERPINA1",1
"135","JUN","A","CSF2",1
"136","NFATC2","A","CSF2",1
"137","MEF2A","A","JUN",1
"138","RUNX2","A","MMP13",1
"139","YBX1","A","MMP13",-1
"140","PDX1","A","INS",1
"141","HNF1A","A","HNF4A",1
"142","HNF4A","A","HNF1A",1
"143","HNF1A","A","INS",1
"144","RFX1","A","PCNA",-1
"145","E2F1","A","DHFR",1
"146","WT1","A","THBS1",1
"147","SP1","A","IGFBP4",1
"148","MYC","A","TP53",1
"149","TP53","A","MYC",-1
"150","NFKB1","A","TP53",1
"151","TP53","A","RELA",1
"152","RELA","A","TP53",1
"153","FOXO1","A","IGFBP1",1
"154","STAT5A","A","CSN2",1
"155","SPI1","B","UTRN",0.5
"156","AHR","A","CYP1A1",1
"157","NR5A2","C","CYP7A1",-0.333333333333333
"158","STAT1","A","SOCS3",1
"159","STAT3","A","SOCS3",1
"160","POU2F1","A","IL5",1
"161","YY1","A","IL5",1
"162","RARA","A","PLAU",1
"163","SP1","A","PLAU",1
"164","LEF1","A","MMP7",1
"165","SPI1","A","BTK",1
"166","SP1","A","BTK",1
"167","SP3","A","BTK",1
"168","SP1","A","SP3",1
"169","STAT6","A","IL4",1
"170","EGR1","A","PDGFA",1
"171","JUN","A","ABCB1",-1
"172","RELA","A","CD40LG",1
"173","CEBPA","A","SP1",1
"174","SP1","A","ODC1",1
"175","MYC","A","BRCA1",1
"176","NR5A1","A","CYP19A1",1
"177","ESR1","C","NRIP1",0.333333333333333
"178","MYC","A","ODC1",1
"179","MYC","A","PTMA",1
"180","MYCN","A","NDRG1",-1
"181","MYC","A","NDRG1",-1
"182","TP63","A","CDKN1A",1
"183","SP1","A","CYP11A1",1
"184","MAZ","A","MYC",-1
"185","POU1F1","A","GH1",1
"186","EGR1","C","ATF1",0.333333333333333
"187","ATF1","C","EGR1",0.333333333333333
"188","CREB1","A","EGR1",1
"189","EGR1","C","CREB1",0.333333333333333
"190","EGR1","A","ABCB1",1
"191","WT1","A","ABCB1",1
"192","YY1","A","CETP",1
"193","SREBF1","A","CETP",1
"194","SREBF1","A","SCD5",1
"195","STAT1","A","CD40",1
"196","NR1I2","A","CYP3A4",1
"197","HNF1A","A","CYP7A1",1
"198","STAT1","A","IFNA1",1
"199","WT1","A","BCL2",1
"200","FOS","A","CLU",-1
"201","FOSL1","A","CLU",1
"202","JUNB","A","CLU",1
"203","CREB1","A","TH",1
"204","ESR2","A","OXT",1
"205","SP1","A","ABCB1",1
"206","JUN","A","SPI1",1
"207","HIF1A","A","VEGFA",1
"208","SMAD4","A","CDKN1A",1
"209","ESR1","A","C3",1
"210","EGR1","A","TNF",1
"211","SP1","A","FN1",1
"212","PPARG","A","FABP4",1
"213","STAT5A","A","BCL2L1",1
"214","SP1","A","LEP",1
"215","STAT5A","A","OSM",1
"216","EGR1","A","MMP14",1
"217","PPARG","A","CD36",1
"218","STAT1","A","PTGS2",1
"219","CEBPB","A","IL6",-1
"220","PAX5","A","CD79A",1
"221","ETS1","A","PARP1",1
"222","POU2F1","A","HLA-DRA",-1
"223","ETS1","A","MGAT5",1
"224","STAT1","A","HSP90AA1",-1
"225","HSF1","C","HSP90AA1",0.333333333333333
"226","HSF1","A","HSPA4",1
"227","CEBPB","A","HP",1
"228","HIF1A","A","TFRC",1
"229","MYC","A","HSPA4",1
"230","SP1","A","PSEN1",1
"231","NR0B1","A","NR5A1",-1
"232","NR5A1","A","NR0B1",1
"233","SP1","A","SLC25A5",1
"234","ESR1","A","E2F1",1
"235","SP1","A","E2F1",1
"236","TFAP2A","A","CYP11A1",1
"237","SP1","A","SPI1",1
"238","SP1","A","PLAT",1
"239","SP3","A","PLAT",1
"240","SPI1","A","IL1B",1
"241","PAX5","A","BLK",1
"242","SREBF2","A","LDLR",1
"243","PGR","A","IGFBP1",1
"244","NR5A1","A","CYP11A1",1
"245","CEBPB","A","CXCL8",1
"246","HNF1A","A","UGT1A1",1
"247","NFKB1","A","CCND1",1
"248","RELA","A","CCND1",1
"249","CEBPB","A","IL1B",1
"250","RELA","A","PLAU",1
"251","KLF1","B","HBB",0.5
"252","REL","A","CCL2",1
"253","RELA","A","CCL2",1
"254","TP53","A","MDM4",1
"255","TP73","C","MDM4",0.333333333333333
"256","WT1","A","MYCN",-1
"257","CREB1","A","JUN",-1
"258","SP1","A","HMGA2",1
"259","SP3","A","HMGA2",1
"260","RELA","A","CXCL8",1
"261","PAX3","A","MITF",1
"262","RELA","A","TNF",1
"263","NFKB1","A","TNF",1
"264","NFIC","A","CYP1A1",-1
"265","E2F1","A","RB1",1
"266","SP1","A","LHCGR",1
"267","ESRRA","A","CYP19A1",1
"268","USF1","A","PKLR",1
"269","STAT3","A","JUNB",1
"270","SP1","A","CCND1",1
"271","TFAP2A","B","ESR1",0.5
"272","ESR1","A","TFAP2C",1
"273","TFAP2C","A","ESR1",1
"274","PAX8","A","TG",1
"275","WT1","A","IGF1R",-1
"276","ESR1","A","CCND1",1
"277","SP1","A","ITGAV",1
"278","SP3","A","ITGAV",1
"279","E2F1","A","CCNE1",1
"280","E2F1","A","CCND1",1
"281","YY1","A","TP53",1
"282","IRF1","A","CIITA",1
"283","SP1","A","MMP2",1
"284","SP3","A","MMP2",1
"285","TFAP2A","A","MMP2",1
"286","ETV4","A","MMP2",1
"287","ATF2","A","CDKN1A",1
"288","MYC","A","CCND2",1
"289","EGR1","A","FAS",-1
"290","FLI1","A","TGFBR2",1
"291","SP1","A","BAX",1
"292","ETS1","A","TP53",1
"293","ETS2","A","TP53",1
"294","EGR1","A","NAB2",1
"295","TP53","A","CDK1",-1
"296","NR1H4","A","FABP6",1
"297","TP53","A","CDKN1B",1
"298","TP53","A","MAP4",-1
"299","MEF2C","A","JUN",1
"300","TFAP2A","A","CDH1",1
"301","STAT6","A","IRF1",1
"302","IRF1","B","STAT1",0.5
"303","STAT1","A","IRF1",1
"304","PPARA","A","UCP1",1
"305","PPARG","A","UCP1",1
"306","EPAS1","A","VEGFA",1
"307","FOS","C","CEBPB",0.333333333333333
"308","CEBPB","A","FOS",1
"309","ATF1","A","IL10",1
"310","CREB1","A","IL10",1
"311","RELA","A","IL6",1
"312","SPI1","A","ITGB2",1
"313","HNF1A","A","ALB",1
"314","USF1","A","CCNB1",1
"315","AR","A","MYC",1
"316","SP1","A","F3",1
"317","NFKB1","A","ICAM1",1
"318","NFKB1","A","VCAM1",1
"319","RELA","A","ICAM1",1
"320","RELA","A","VCAM1",1
"321","TP53","A","ING1",1
"322","ETS1","A","FLT1",1
"323","CEBPE","A","LTF",1
"324","IRF2","A","CIITA",1
"325","USF1","A","BRCA2",1
"326","ELF1","A","BRCA2",1
"327","USF2","A","BRCA2",1
"328","SP1","A","TNF",1
"329","SMAD3","A","SMAD7",1
"330","SMAD4","A","SMAD7",1
"331","FOSL1","A","ELN",-1
"332","JUN","A","ELN",-1
"333","HIF1A","A","CDKN1A",1
"334","TFAP2A","A","MPG",1
"335","ATF6","A","HSPA5",1
"336","ATF1","A","TGFB2",1
"337","MYC","A","CAD",1
"338","IRF8","A","NCF2",1
"339","EGR1","A","TP73",1
"340","ERG","A","ICAM2",1
"341","SP1","A","NOS3",1
"342","CTCF","A","APP",1
"343","NFKB1","A","BCL2L1",1
"344","RELA","A","BCL2L1",1
"345","SREBF1","A","FASN",1
"346","CREM","A","IL2",1
"347","MITF","A","TYR",1
"348","HIF1A","A","SERPINE1",1
"349","MYB","A","CCNA1",1
"350","E2F1","A","CDKN2A",1
"351","E2F1","A","CCNA2",1
"352","ETV6","C","RUNX1",0.333333333333333
"353","RUNX1","B","ETV6",0.5
"354","TP53","A","TNFRSF10B",1
"355","TP53","A","BRCA1",-1
"356","MYC","A","HMOX1",1
"357","SMAD3","A","CDKN1A",1
"358","WT1","A","TERT",-1
"359","FOS","A","IL2",1
"360","AR","A","CDKN1A",1
"361","TP53","A","TP63",-1
"362","EGR1","A","IGF2",1
"363","WT1","A","IGF2",-1
"364","MYC","A","NCL",1
"365","ETS1","A","PTHLH",1
"366","SP1","A","FMR1",1
"367","TFAP2A","A","FMR1",1
"368","TP53","A","TGFB1",1
"369","TP53","A","GDF15",1
"370","SP1","A","SRC",1
"371","SMAD1","A","SPP1",1
"372","CTCF","A","MYC",-1
"373","HNF4A","A","CYP7A1",-1
"374","RARA","A","RARB",1
"375","CEBPB","A","PTGS2",1
"376","PPARA","A","LPL",1
"377","NEUROD1","A","INS",1
"378","REST","A","GRIN1",-1
"379","SP1","A","CCL2",1
"380","TFAP2A","A","ERBB2",1
"381","CEBPB","A","PRL",1
"382","RELA","A","FN1",1
"383","NFKB1","A","FN1",1
"384","PGR","A","MYC",-1
"385","STAT1","A","CIITA",1
"386","ETS1","A","PRL",1
"387","FOXA2","A","PDX1",1
"388","SNAI1","A","CDH1",-1
"389","SP1","A","IL10",1
"390","STAT6","A","ALOX15",1
"391","FOS","B","CD44",0.5
"392","JUN","A","CD44",1
"393","JUN","A","PTGS2",1
"394","AR","C","LCP1",0.333333333333333
"395","EGR1","A","FLT1",1
"396","SP1","A","SOD2",1
"397","SP1","A","CETP",1
"398","HNF4A","A","GH1",-1
"399","CDX2","A","LCT",1
"400","SPI1","A","PRTN3",1
"401","NR5A1","A","AMH",1
"402","VDR","A","BGLAP",1
"403","HIF1A","A","NOS2",1
"404","TP53","A","CAV1",1
"405","FOS","A","MMP1",1
"406","SP1","A","PLAUR",1
"407","HSF1","C","HSPB1",0.333333333333333
"408","E2F1","A","SERPINE1",-1
"409","TP53","A","SERPINB5",1
"410","MYB","A","BCL2",1
"411","NR5A1","A","POU5F1",1
"412","RARA","C","POU5F1",0.333333333333333
"413","EGR1","A","CHRNA7",1
"414","FOS","C","CALM1",0.333333333333333
"415","PAX8","A","TPO",1
"416","ETS1","A","CTSB",1
"417","SP3","A","CTSB",1
"418","IRF1","A","IFNB1",1
"419","ARNT","A","VEGFA",1
"420","STAT4","A","MYC",1
"421","MYC","A","IL2",1
"422","KLF12","A","TFAP2A",-1
"423","CEBPA","A","DEFA3",1
"424","REL","A","ICAM1",1
"425","SMAD3","A","TGFB1",1
"426","GATA2","A","NOS3",1
"427","PRDM1","A","MYC",-1
"428","YY1","A","MYC",-1
"429","IRF1","A","CCL5",1
"430","SP1","A","RELA",1
"431","SP1","A","IGF1R",1
"432","POU2F1","A","HBG1",-1
"433","SP3","A","ITGAD",1
"434","SP1","A","ITGAD",1
"435","TP53","A","PERP",1
"436","MYC","A","FASLG",1
"437","SPI1","A","TLR4",1
"438","STAT3","A","GFAP",1
"439","ESR1","A","LTF",1
"440","WT1","A","AMH",1
"441","STAT3","A","VEGFA",1
"442","PPARA","A","CYP7A1",-1
"443","TP53","A","ABCB1",-1
"444","LEF1","A","MITF",1
"445","HNF1A","A","SLC2A2",1
"446","TP53","A","BDKRB2",1
"447","CEBPA","A","IL6",1
"448","CEBPD","B","IL6",0.5
"449","PPARG","C","CYP19A1",-0.333333333333333
"450","KLF4","A","CDKN1A",1
"451","ESR1","A","IGF1",1
"452","CREB1","A","BCL2",1
"453","WT1","A","CDH1",-1
"454","CEBPB","A","TNF",1
"455","EGR2","A","FASLG",-1
"456","TFDP1","A","CCNE1",1
"457","NEUROG3","A","NEUROD1",1
"458","TBX21","A","IFNG",1
"459","IRF1","A","PSMB9",1
"460","STAT1","A","PSMB9",1
"461","HNF1A","A","G6PC1",1
"462","SP1","A","TGFBR2",1
"463","FOXA2","A","HHEX",1
"464","NR5A1","A","MC2R",1
"465","SP1","A","COL1A2",1
"466","SRF","C","NR4A1",0.333333333333333
"467","STAT1","A","CD86",1
"468","SP1","A","AR",1
"469","GABPA","A","BRCA1",1
"470","ELF3","A","SPRR2A",1
"471","TP53","A","DKK1",1
"472","HIF1A","A","CP",1
"473","PPARA","A","ACSL1",1
"474","SP1","A","VIM",1
"475","TP53","A","TERT",-1
"476","SP1","A","TERT",1
"477","HNF1A","A","UGT2B7",1
"478","POU2F1","A","UGT2B7",1
"479","FOS","C","MMP13",0.333333333333333
"480","JUN","A","MMP13",1
"481","JUND","A","MMP13",1
"482","EGR1","A","FN1",1
"483","EGR1","A","SERPINE1",1
"484","EGR1","A","TGFB1",1
"485","FOXO4","A","CDKN1B",1
"486","HNF4A","A","PKLR",1
"487","TP53","A","ABCC1",1
"488","SP1","A","TNFRSF8",1
"489","CEBPD","A","TNF",1
"490","IRF3","C","CCL5",0.333333333333333
"491","SREBF1","A","ACLY",1
"492","SREBF2","A","ACLY",1
"493","SP1","B","SCARB1",0.5
"494","JUN","A","EGFR",1
"495","FOS","B","EGFR",0.5
"496","JUNB","A","EGFR",1
"497","ESR2","A","TERT",1
"498","STAT3","A","SOCS1",1
"499","SP1","A","VEGFA",1
"500","SP3","A","VEGFA",1
"501","STAT1","A","MMP9",-1
"502","JUN","A","CXCL8",1
"503","STAT1","A","FCGR1A",1
"504","IRF1","A","SOCS1",1
"505","STAT1","A","SOCS1",1
"506","SPI1","A","CD40",1
"507","SPIB","A","CD40",1
"508","SP1","A","PTGS2",1
"509","ETS1","B","CDH5",0.5
"510","TP53","A","CD82",1
"511","STAT1","A","ICAM1",1
"512","STAT3","B","ICAM1",0.5
"513","ESR1","A","PRL",1
"514","SP1","A","EGFR",-1
"515","RELA","A","SERPINE1",1
"516","CEBPD","A","PTGS2",1
"517","EGR1","A","TH",1
"518","SMAD4","A","TGFB1",1
"519","SP1","B","SMAD7",0.5
"520","SP1","A","VDR",1
"521","SP1","A","LTF",1
"522","HIF1A","A","ADM",1
"523","STAT1","A","NOS2",1
"524","BMAL1","A","PER1",1
"525","CLOCK","A","PER1",1
"526","BMAL1","A","DBP",1
"527","ATF2","A","IFNB1",1
"528","IRF3","A","IFNB1",-1
"529","JUN","A","IFNB1",1
"530","ETS1","A","CSNK2A1",1
"531","SP1","A","CSNK2A1",1
"532","TP53","A","MAPK8",1
"533","JUNB","A","CDKN2A",1
"534","NR1H3","A","ABCA1",1
"535","TFAP2A","A","HGF",-1
"536","SPI1","A","SERPINB1",1
"537","CEBPA","A","PPARG",1
"538","CEBPB","B","PPARG",0.5
"539","PPARA","C","CPT1B",0.333333333333333
"540","KLF5","C","MYH14",0.333333333333333
"541","EGR1","B","KLF5",0.5
"542","ESR1","A","VEGFA",1
"543","CEBPD","C","STAT3",0.333333333333333
"544","SPI1","A","MMP2",-1
"545","MYC","A","THBS1",-1
"546","MZF1","A","TERT",-1
"547","SP1","A","UTRN",1
"548","PAX3","A","BCL2L1",1
"549","HOXA5","A","PGR",1
"550","STAT3","A","CRP",1
"551","CEBPB","A","CRP",1
"552","SP1","A","SERPINE1",1
"553","CDX2","A","GUCY2C",1
"554","FOS","A","CDKN1A",-1
"555","PAX4","A","INS",-1
"556","TP53","A","CASP3",1
"557","SP1","A","PGR",1
"558","ESR1","A","PGR",1
"559","PGR","A","ESR1",1
"560","ESR1","A","EGF",1
"561","STAT3","A","IL10",1
"562","ATF2","A","INS",1
"563","CREB1","A","INS",1
"564","TP53","A","VEGFA",-1
"565","MYC","A","GADD45A",-1
"566","ELK1","A","TNF",1
"567","FOSL1","A","MMP1",1
"568","JUN","A","MMP1",1
"569","E2F1","A","TYMS",1
"570","E2F1","A","MDM2",-1
"571","HNF4A","C","ERBB2",0.333333333333333
"572","HNF4A","B","SRC",0.5
"573","JUN","A","SPRR1B",1
"574","JUN","A","CCL2",1
"575","SP1","A","STAR",1
"576","NFKB1","A","CSF1",1
"577","HIF1A","A","BNIP3",1
"578","SOX10","A","MPZ",1
"579","IRF7","A","IFNA1",1
"580","FOS","A","MMP9",1
"581","GATA1","B","SPTB",0.5
"582","ESR1","A","PTMA",-1
"583","SOX10","A","MITF",1
"584","JUN","A","IL24",1
"585","ETS1","A","PSEN1",1
"586","ZEB1","A","CDH1",-1
"587","SP1","A","MYBL1",1
"588","FOXO1","A","G6PC1",1
"589","SP1","A","PTN",1
"590","ATF3","A","SELE",-1
"591","RELA","A","EDN1",1
"592","SP1","A","ALOX12",1
"593","WT1","A","CCN2",-1
"594","STAT1","A","TAP1",1
"595","NFKB1","A","IL6",1
"596","CREB1","A","TG",1
"597","SP1","A","CD44",1
"598","JUN","A","ATF3",1
"599","ATF2","A","ATF3",1
"600","TP53","A","RRM2B",1
"601","CEBPB","A","CDKN1A",1
"602","ESR1","B","IGF1R",0.5
"603","ESR1","A","SP1",1
"604","SP1","A","ESR1",1
"605","EGR1","A","TGFBR2",-1
"606","ZIC2","A","DRD1",-1
"607","SMAD3","A","APOC3",1
"608","SMAD4","A","APOC3",1
"609","POU2F1","A","HPGDS",1
"610","ESR1","C","SMARCA4",0.333333333333333
"611","HSF1","C","HLA-G",0.333333333333333
"612","JUN","A","GCLC",1
"613","HIF1A","A","TP53",1
"614","TFAP2A","A","VEGFA",1
"615","CEBPB","A","IL4",1
"616","USF1","C","SERPINE2",0.333333333333333
"617","CEBPD","C","GADD45A",0.333333333333333
"618","ESR1","A","APOA1",1
"619","NR5A1","A","CYP11B1",1
"620","ATF1","A","CGA",1
"621","CREB1","A","CGA",1
"622","ESR2","A","PGR",1
"623","BMAL2","A","SERPINE1",1
"624","SPI1","A","GATA1",-1
"625","ESR1","A","KRT19",1
"626","HNF4A","B","RXRA",0.5
"627","ESR1","A","AKT1",1
"628","ESR1","A","NOS3",1
"629","SP1","A","POLB",-1
"630","E2F4","A","CDK1",1
"631","TP53","C","E2F4",0.333333333333333
"632","NFKB1","A","CRP",1
"633","NFKB1","A","IL1B",1
"634","JUN","A","NQO1",1
"635","NFE2L2","A","NQO1",1
"636","ZIC1","A","APOE",1
"637","ZIC2","A","APOE",1
"638","ATF2","A","PCK1",1
"639","WT1","A","VDR",1
"640","SP1","A","IL1A",1
"641","FOXA1","A","SFTPB",1
"642","SP3","C","RET",0.333333333333333
"643","HES1","A","ASCL1",-1
"644","REL","A","F3",1
"645","NFKB1","A","MMP9",1
"646","NFKB1","A","NFKBIA",1
"647","RELA","A","MMP9",1
"648","RELA","A","NFKBIA",1
"649","SP1","A","MMP9",1
"650","TP53","B","FHL2",0.5
"651","TBX2","A","CDKN2A",-1
"652","WT1","A","EGFR",-1
"653","SP3","A","ALPL",1
"654","MITF","A","KIT",1
"655","MYF6","A","ACACB",1
"656","NFKB1","A","PTGS2",1
"657","RELA","A","PTGS2",1
"658","USF1","A","HOXB4",1
"659","USF2","A","HOXB4",1
"660","IRF1","A","HLA-G",1
"661","ESR1","A","AVP",1
"662","CREB1","A","PTGS2",1
"663","GATA3","A","IL4",1
"664","MYB","A","RAG2",1
"665","TFAP2C","A","CSTA",1
"666","TP53","A","PPM1D",1
"667","PRDM1","A","CIITA",-1
"668","MYC","A","BAX",1
"669","TP53","A","FAS",1
"670","TP53","C","SLC19A1",-0.333333333333333
"671","ATF1","A","TH",1
"672","SREBF2","A","FDFT1",1
"673","SP1","A","CXCL1",1
"674","NFKB1","A","CFTR",1
"675","RELA","A","CFTR",1
"676","RELA","A","IL1B",1
"677","SPI1","A","PTPRC",1
"678","AHR","A","MYC",1
"679","RELA","A","MYC",1
"680","MYB","A","MAT2A",1
"681","CREB1","A","REN",1
"682","CREB1","A","PSEN1",1
"683","SP1","A","TP53",1
"684","NFE2L2","A","GCLC",1
"685","USF1","A","S100A6",1
"686","HIF1A","A","SLC2A1",1
"687","STAT3","A","BCL6",1
"688","TP53","A","HRAS",1
"689","TP53","A","NOS2",-1
"690","STAT1","A","COL1A2",1
"691","CREB1","A","TRH",1
"692","JUN","A","IL1B",1
"693","ESR1","A","TGFA",1
"694","TFAP2A","A","DBH",1
"695","TFAP2A","A","TH",1
"696","NR1H3","A","APOE",1
"697","NR1H3","A","ABCG1",1
"698","TP53","A","CHEK1",-1
"699","NKX2-1","A","SFTPB",1
"700","E2F4","A","DHFR",-1
"701","TFDP1","A","DHFR",1
"702","ETV4","A","MMP7",1
"703","STAT3","A","MCL1",1
"704","SP1","A","CCND2",1
"705","STAT5A","A","CCND2",1
"706","REL","A","IL6",-1
"707","REL","A","CRP",1
"708","NFYB","B","CD74",0.5
"709","AR","B","MME",0.5
"710","CEBPB","A","IGF2",1
"711","SP1","A","IGF2",1
"712","ESR1","A","CTSD",1
"713","SP1","A","CTSD",1
"714","EGR1","C","DLK1",0.333333333333333
"715","GATA2","A","EPO",-1
"716","RARA","A","MUC5AC",1
"717","PPARA","A","CPT1A",1
"718","ESR1","A","HSPB1",1
"719","CREB1","A","NF1",1
"720","ETV4","A","ERBB2",-1
"721","CREB1","A","PLAT",-1
"722","ATF2","A","PLAT",1
"723","HNF1A","A","UGT2B17",1
"724","JUN","A","VEGFA",1
"725","NR5A1","A","SRY",1
"726","SP1","A","MUC2",1
"727","SP3","A","MUC2",1
"728","POU2F1","A","GADD45A",1
"729","SP1","A","PDGFB",1
"730","EGR1","A","PDGFB",1
"731","HNF4A","A","APOB",1
"732","HNF4A","A","APOC3",1
"733","SP1","A","CDKN1B",1
"734","ETS1","A","CDKN2A",1
"735","ETS2","A","CDKN2A",1
"736","FOSL1","A","PLAUR",1
"737","JUN","A","PLAUR",1
"738","TP53","A","NDRG1",1
"739","MITF","A","TYRP1",1
"740","SP3","A","UTRN",1
"741","IRF1","A","TAP2",1
"742","CREB1","A","IL2",1
"743","ETV4","A","PLAUR",-1
"744","SPI1","A","CYBB",1
"745","USF1","A","APC",1
"746","USF2","A","APC",1
"747","SP4","C","SP3",0.333333333333333
"748","TAL1","B","TCF12",0.5
"749","JUN","A","NOS2",1
"750","SPI1","A","IL12B",1
"751","REL","A","IL2",1
"752","JUND","A","IVL",1
"753","SP1","A","GJA1",1
"754","SOX9","A","AMH",1
"755","SRF","A","DMD",1
"756","CEBPB","C","LEP",0.333333333333333
"757","SP3","A","MAOB",-1
"758","SP1","A","MAOB",1
"759","FOS","A","CD69",1
"760","NR3C1","A","SCNN1A",1
"761","USF1","A","CYP1A1",-1
"762","ETV4","A","PTGS2",1
"763","NFE2L2","A","HMOX1",1
"764","ESR1","A","CDKN1A",1
"765","TP53","A","CASP1",1
"766","PPARG","A","PTGS2",-1
"767","POU2F1","A","CDX2",1
"768","HNF1A","A","PDX1",1
"769","SP1","A","APOA1",1
"770","GATA2","C","EDN1",0.333333333333333
"771","HIF1A","A","EDN1",1
"772","CEBPD","C","PDGFRA",0.333333333333333
"773","CEBPB","A","IL12B",1
"774","JUN","A","IL12B",1
"775","SRF","A","TAGLN",1
"776","CDX2","A","SI",1
"777","E4F1","A","CCNA2",-1
"778","ZBTB17","A","CDKN2B",1
"779","MYC","A","CDKN2B",-1
"780","CEBPA","B","RUNX1",0.5
"781","PPARA","A","FABP1",1
"782","HNF1A","A","AKR1C4",1
"783","SP1","A","SLC9A2",1
"784","SP3","A","SLC9A2",1
"785","NR1H2","A","SREBF1",1
"786","NR1H3","A","SREBF1",1
"787","NR1H3","B","FASN",0.5
"788","PPARG","A","CCND1",-1
"789","FOS","A","CCND1",-1
"790","MYB","A","CD4",1
"791","SP1","A","CDK6",-1
"792","WT1","A","AR",-1
"793","EPAS1","C","TFRC",0.333333333333333
"794","TP53","A","DNMT1",-1
"795","MITF","A","DCT",1
"796","TFAP2A","A","F2R",-1
"797","TFAP2A","A","FAS",1
"798","TFAP2A","A","KIT",1
