"","source","confidence","target","mor"
"21427","Prdm14","B","Megf6",0.5
"21428","Prdm14","B","Meis1",0.5
"21429","Prdm14","B","Mgat5b",0.5
"21430","Prdm14","B","Mnt",0.5
"21431","Prdm14","C","Mobp",0.333333333333333
"21432","Prdm14","C","Mpp7",0.333333333333333
"21433","Prdm14","C","Ms4a5",0.333333333333333
"21434","Prdm14","C","Msx1",0.333333333333333
"21435","Prdm14","C","Myo9b",0.333333333333333
"21436","Prdm14","B","Nadk",0.5
"21437","Prdm14","C","Nasp",0.333333333333333
"21438","Prdm14","C","Nav3",0.333333333333333
"21439","Prdm14","C","Ndrg2",0.333333333333333
"21440","Prdm14","B","Nectin1",0.5
"21441","Prdm14","B","Nfatc2",0.5
"21442","Prdm14","B","Nfia",0.5
"21443","Prdm14","B","Nfic",0.5
"21444","Prdm14","B","Ngef",0.5
"21445","Prdm14","C","Nlk",0.333333333333333
"21446","Prdm14","B","Nol4l",0.5
"21447","Prdm14","C","Nostrin",0.333333333333333
"21448","Prdm14","C","Npr1",0.333333333333333
"21449","Prdm14","B","Nr4a1",0.5
"21450","Prdm14","B","Nrp2",0.5
"21451","Prdm14","C","Nrxn3",0.333333333333333
"21452","Prdm14","B","Ntf3",0.5
"21453","Prdm14","B","Ntn1",0.5
"21454","Prdm14","B","Ntrk1",0.5
"21455","Prdm14","B","Nxn",0.5
"21456","Prdm14","B","Otx1",0.5
"21457","Prdm14","C","Oxct1",0.333333333333333
"21458","Prdm14","C","P2rx4",0.333333333333333
"21459","Prdm14","B","Padi2",0.5
"21460","Prdm14","C","Pank2",0.333333333333333
"21461","Prdm14","B","Pax7",0.5
"21462","Prdm14","C","Pdcd5",0.333333333333333
"21463","Prdm14","B","Pdgfrb",0.5
"21464","Prdm14","B","Pear1",0.5
"21465","Prdm14","C","Pemt",0.333333333333333
"21466","Prdm14","B","Phc2",0.5
"21467","Prdm14","B","Phldb1",0.5
"21468","Prdm14","C","Phox2a",0.333333333333333
"21469","Prdm14","B","Pkdcc",0.5
"21470","Prdm14","C","Pkm",0.333333333333333
"21471","Prdm14","B","Pknox2",0.5
"21472","Prdm14","B","Plekhg5",0.5
"21473","Prdm14","B","Plxna2",0.5
"21474","Prdm14","C","Plxna3",0.333333333333333
"21475","Prdm14","C","Ppfia2",0.333333333333333
"21476","Prdm14","B","Prex1",0.5
"21477","Prdm14","B","Prmt8",0.5
"21478","Prdm14","C","Prpf6",0.333333333333333
"21479","Prdm14","B","Ptch1",0.5
"21480","Prdm14","B","Pth1r",0.5
"21481","Prdm14","B","Ptpru",0.5
"21482","Prdm14","B","Rab25",0.5
"21483","Prdm14","B","Rai1",0.5
"21484","Prdm14","C","Rap1gap",0.333333333333333
"21485","Prdm14","B","Rasgrf1",0.5
"21486","Prdm14","C","Rbfox3",0.333333333333333
"21487","Prdm14","B","Rcor2",0.5
"21488","Prdm14","B","Rfx4",0.5
"21489","Prdm14","B","Rgma",0.5
"21490","Prdm14","C","Ring1",0.333333333333333
"21491","Prdm14","B","Rnf220",0.5
"21492","Prdm14","B","Rps6ka2",0.5
"21493","Prdm14","B","Rspo1",0.5
"21494","Prdm14","C","Rtl4",0.333333333333333
"21495","Prdm14","C","Rtn4",0.333333333333333
"21496","Prdm14","B","Runx1",0.5
"21497","Prdm14","B","Runx3",0.5
"21498","Prdm14","C","S100a6",0.333333333333333
"21499","Prdm14","C","Scap",0.333333333333333
"21500","Prdm14","C","Sdc2",0.333333333333333
"21501","Prdm14","B","Sdk2",0.5
"21502","Prdm14","B","Sema4a",0.5
"21503","Prdm14","B","Septin9",0.5
"21504","Prdm14","B","Sfxn5",0.5
"21505","Prdm14","B","Sh3bp4",0.5
"21506","Prdm14","B","Shank2",0.5
"21507","Prdm14","B","Sim2",0.5
"21508","Prdm14","C","Sirpa",0.333333333333333
"21509","Prdm14","B","Slc12a5",0.5
"21510","Prdm14","B","Slc22a23",0.5
"21511","Prdm14","C","Slc39a8",0.333333333333333
"21512","Prdm14","C","Slc40a1",0.333333333333333
"21513","Prdm14","C","Slc6a12",0.333333333333333
"21514","Prdm14","B","Slit3",0.5
"21515","Prdm14","B","Smad6",0.5
"21516","Prdm14","B","Sox13",0.5
"21517","Prdm14","B","Sox9",0.5
"21518","Prdm14","C","Spats2",0.333333333333333
"21519","Prdm14","B","Srebf1",0.5
"21520","Prdm14","B","Stum",0.5
"21521","Prdm14","B","Syndig1",0.5
"21522","Prdm14","B","Tacc2",0.5
"21523","Prdm14","B","Tal1",0.5
"21524","Prdm14","B","Tbc1d16",0.5
"21525","Prdm14","C","Tbc1d9",0.333333333333333
"21526","Prdm14","B","Tbcd",0.5
"21527","Prdm14","C","Tceal9",0.333333333333333
"21528","Prdm14","B","Tcf7l1",0.5
"21529","Prdm14","B","Tenm4",0.5
"21530","Prdm14","B","Tent5b",0.5
"21531","Prdm14","B","Tfap2a",0.5
"21532","Prdm14","B","Tmco4",0.5
"21533","Prdm14","C","Tmem131l",0.333333333333333
"21534","Prdm14","B","Tmem59l",0.5
"21535","Prdm14","C","Tmem62",0.333333333333333
"21536","Prdm14","B","Tns1",0.5
"21537","Prdm14","B","Tns3",0.5
"21538","Prdm14","C","Tom1l1",0.333333333333333
"21539","Prdm14","B","Trp53i11",0.5
"21540","Prdm14","B","Trim2",0.5
"21541","Prdm14","C","Trim33",0.333333333333333
"21542","Prdm14","B","Trio",0.5
"21543","Prdm14","B","Tspan18",0.5
"21544","Prdm14","B","Tspan9",0.5
"21545","Prdm14","B","Ttc7a",0.5
"21546","Prdm14","C","Ttpa",0.333333333333333
"21547","Prdm14","C","Ubxn10",0.333333333333333
"21548","Prdm14","C","Uhrf2",0.333333333333333
"21549","Prdm14","B","Unc5a",0.5
"21550","Prdm14","B","Wnt3a",0.5
"21551","Prdm14","B","Wnt4",0.5
"21552","Prdm14","B","Wnt5b",0.5
"21553","Prdm14","C","Wnt8a",0.333333333333333
"21554","Prdm14","B","Wwc1",0.5
"21555","Prdm14","B","Xxylt1",0.5
"21556","Prdm14","C","Yap1",0.333333333333333
"21557","Prdm14","C","Ypel2",0.333333333333333
"21558","Prdm14","C","Zbtb14",0.333333333333333
"21559","Prdm14","B","Zbtb17",0.5
"21560","Prdm14","B","Zbtb7b",0.5
"21561","Prdm14","C","Zc3h6",0.333333333333333
"21562","Prdm14","B","Zdhhc14",0.5
"21563","Prdm14","C","Zeb1",0.333333333333333
"21564","Prdm14","C","Zfp90",0.333333333333333
"21565","Prdm14","B","Zmiz1",0.5
"21566","Prdm14","B","Zmynd8",0.5
"21567","Prdm14","B","Znf423",0.5
"21568","Prox1","C","Abcb1a",0.333333333333333
"21569","Prox1","C","Add3",0.333333333333333
"21570","Prox1","C","Afap1l2",0.333333333333333
"21571","Prox1","C","Arhgap42",0.333333333333333
"21572","Prox1","C","Arhgef2",0.333333333333333
"21573","Prox1","C","Atp1a1",0.333333333333333
"21574","Prox1","C","Dnm2",0.333333333333333
"21575","Prox1","C","Fzd10",0.333333333333333
"21576","Prox1","C","Grin2b",0.333333333333333
"21577","Prox1","C","Igf1r",0.333333333333333
"21578","Prox1","C","Mapkapk3",0.333333333333333
"21579","Prox1","C","Nrp2",0.333333333333333
"21580","Prox1","C","Osbpl10",0.333333333333333
"21581","Prox1","C","Pcyt1a",0.333333333333333
"21582","Prox1","C","Plcb4",0.333333333333333
"21583","Prox1","C","Plekha7",0.333333333333333
"21584","Prox1","C","Sap30bp",0.333333333333333
"21585","Prox1","C","Sema3a",0.333333333333333
"21586","Prox1","C","Septin9",0.333333333333333
"21587","Prox1","C","Sox13",0.333333333333333
"21588","Prox1","C","Spred2",0.333333333333333
"21589","Prox1","C","Tns3",0.333333333333333
"21590","Prox1","C","Znf608",0.333333333333333
"21591","Rara","C","Angptl4",0.333333333333333
"21592","Rara","C","Ankrd11",0.333333333333333
"21593","Rara","C","Apoa1",0.333333333333333
"21594","Rara","C","Banp",0.333333333333333
"21595","Rara","C","Bcl3",0.333333333333333
"21596","Rara","C","Bcor",0.333333333333333
"21597","Rara","C","Cdr2",0.333333333333333
"21598","Rara","C","Chsy1",0.333333333333333
"21599","Rara","C","Cic",0.333333333333333
"21600","Rara","C","Clk3",0.333333333333333
"21601","Rara","C","Cotl1",0.333333333333333
"21602","Rara","C","Crtc3",0.333333333333333
"21603","Rara","C","Dbn1",0.333333333333333
"21604","Rara","C","Dnmt1",0.333333333333333
"21605","Rara","C","Ece1",0.333333333333333
"21606","Rara","C","Elmo1",0.333333333333333
"21607","Rara","C","Erf",0.333333333333333
"21608","Rara","C","Ets2",0.333333333333333
"21609","Rara","C","Fermt3",0.333333333333333
"21610","Rara","C","Gatad2a",0.333333333333333
"21611","Rara","C","Gatd3",0.333333333333333
"21612","Rara","C","Gnai2",0.333333333333333
"21613","Rara","C","Gramd1a",0.333333333333333
"21614","Rara","C","Gse1",0.333333333333333
"21615","Rara","B","Hdac7",0.5
"21616","Rara","C","Hnrnpf",0.333333333333333
"21617","Rara","A","Hoxa7",1
"21618","Rara","A","Hoxb4",1
"21619","Rara","A","Ier3",1
"21620","Rara","C","Igf1r",0.333333333333333
"21621","Rara","C","Il4r",0.333333333333333
"21622","Rara","C","Keap1",0.333333333333333
"21623","Rara","B","Khsrp",0.5
"21624","Rara","C","Kpnb1",0.333333333333333
"21625","Rara","C","Ldlr",0.333333333333333
"21626","Rara","B","Lmna",0.5
"21627","Rara","C","Lpin1",0.333333333333333
"21628","Rara","C","Lzts2",0.333333333333333
"21629","Rara","C","Man1c1",0.333333333333333
"21630","Rara","C","Map3k12",0.333333333333333
"21631","Rara","C","Mbd6",0.333333333333333
"21632","Rara","C","Mbnl3",0.333333333333333
"21633","Rara","C","Mideas",0.333333333333333
"21634","Rara","C","Mrtfa",0.333333333333333
"21635","Rara","C","Myh9",0.333333333333333
"21636","Rara","C","Myo18a",0.333333333333333
"21637","Rara","C","Necab3",0.333333333333333
"21638","Rara","C","Nol4l",0.333333333333333
"21639","Rara","C","Nploc4",0.333333333333333
"21640","Rara","C","Phldb1",0.333333333333333
"21641","Rara","B","Pnrc1",0.5
"21642","Rara","C","Prkaca",0.333333333333333
"21643","Rara","C","Prkag2",0.333333333333333
"21644","Rara","C","Rabl6",0.333333333333333
"21645","Rara","C","Rbms1",0.333333333333333
"21646","Rara","C","Rfx2",0.333333333333333
"21647","Rara","C","Rhbdf2",0.333333333333333
"21648","Rara","C","Ripor1",0.333333333333333
"21649","Runx1","B","Rara",0.5
"21650","Rara","C","Sec14l1",0.333333333333333
"21651","Rara","B","Septin9",0.5
"21652","Rara","C","Sh2b1",0.333333333333333
"21653","Rara","C","Sh2b3",0.333333333333333
"21654","Rara","C","Sigirr",0.333333333333333
"21655","Rara","B","Slc16a3",0.5
"21656","Rara","C","Smad7",0.333333333333333
"21657","Rara","B","Smarca2",0.5
"21658","Rara","B","Sos1",0.5
"21659","Rara","C","Sphk1",0.333333333333333
"21660","Stat5b","B","Rara",0.5
"21661","Rara","C","Stim2",0.333333333333333
"21662","Rara","C","Sytl1",0.333333333333333
"21663","Rara","C","Tagln2",0.333333333333333
"21664","Rara","C","Tfeb",0.333333333333333
"21665","Rara","C","Tle3",0.333333333333333
"21666","Rara","C","Tnk2",0.333333333333333
"21667","Rara","C","Tnrc18",0.333333333333333
"21668","Rara","C","Tns1",0.333333333333333
"21669","Rara","C","Triobp",0.333333333333333
"21670","Rara","C","Vgll4",0.333333333333333
"21671","Rara","C","Xxylt1",0.333333333333333
"21672","Rarb","A","Rxrg",1
"21673","Rarb","C","Serpinf1",0.333333333333333
"21674","Rarg","A","Has2",1
"21675","Rarg","C","Mapk1",0.333333333333333
"21676","Rarg","C","Serpinf1",0.333333333333333
"21677","Rarg","C","Smarca2",0.333333333333333
"21678","Rbpj","C","Ampd3",0.333333333333333
"21679","Rbpj","C","Ankrd44",0.333333333333333
"21680","Rbpj","C","Arhgef3",0.333333333333333
"21681","Rbpj","C","Asap1",0.333333333333333
"21682","Rbpj","C","Bcat1",0.333333333333333
"21683","Rbpj","C","Casp8",0.333333333333333
"21684","Rbpj","C","Cblb",0.333333333333333
"21685","Rbpj","C","Cdk17",0.333333333333333
"21686","Rbpj","C","Cep85l",0.333333333333333
"21687","Rbpj","C","Cxcr4",0.333333333333333
"21688","Rbpj","C","Dpysl2",0.333333333333333
"21689","Rbpj","C","Fam167a",0.333333333333333
"21690","Rbpj","C","Fchsd2",0.333333333333333
"21691","Rbpj","C","Fmnl2",0.333333333333333
"21692","Rbpj","B","Fndc3b",0.5
"21693","Rbpj","C","Gna12",0.333333333333333
"21694","Rbpj","C","Gpatch2l",0.333333333333333
"21695","Rbpj","C","Gpcpd1",0.333333333333333
"21696","Rbpj","C","Gsn",0.333333333333333
"21697","Rbpj","C","Heyl",0.333333333333333
"21698","Rbpj","C","Ifngr1",0.333333333333333
"21699","Rbpj","C","Il16",0.333333333333333
"21700","Rbpj","C","Inpp4a",0.333333333333333
"21701","Rbpj","C","Irf8",0.333333333333333
"21702","Rbpj","C","Lims1",0.333333333333333
"21703","Rbpj","C","Lpp",0.333333333333333
"21704","Rbpj","C","Lyst",0.333333333333333
"21705","Rbpj","C","Marchf1",0.333333333333333
"21706","Rbpj","C","Mknk2",0.333333333333333
"21707","Rbpj","C","Nin",0.333333333333333
"21708","Rbpj","C","Nsmce2",0.333333333333333
"21709","Rbpj","C","Numb",0.333333333333333
"21710","Rbpj","C","Pag1",0.333333333333333
"21711","Rbpj","C","Pex5l",0.333333333333333
"21712","Rbpj","C","Pik3ap1",0.333333333333333
"21713","Rbpj","C","Pip4k2a",0.333333333333333
"21714","Rbpj","C","Plec",0.333333333333333
"21715","Rbpj","C","Rfx3",0.333333333333333
"21716","Rbpj","C","Runx1",0.333333333333333
"21717","Rbpj","C","Sema4d",0.333333333333333
"21718","Rbpj","C","Sh3kbp1",0.333333333333333
"21719","Rbpj","C","Sipa1l1",0.333333333333333
"21720","Rbpj","C","Slc12a8",0.333333333333333
"21721","Rbpj","C","Snx25",0.333333333333333
"21722","Rbpj","C","Tcf4",0.333333333333333
"21723","Rbpj","C","Thada",0.333333333333333
"21724","Rbpj","C","Tnip1",0.333333333333333
"21725","Rbpj","B","Wipf1",0.5
"21726","Rbpj","C","Wwtr1",0.333333333333333
"21727","Rbpj","C","Zbtb38",0.333333333333333
"21728","Rel","C","Cxcl2",0.333333333333333
"21729","Rela","B","Alcam",0.5
"21730","Rela","C","Ank3",0.333333333333333
"21731","Rela","C","Arhgap24",0.333333333333333
"21732","Rela","C","Arid1a",0.333333333333333
"21733","Rela","C","Bbc3",0.333333333333333
"21734","Rela","C","Bcor",0.333333333333333
"21735","Rela","C","Ccdc57",0.333333333333333
"21736","Rela","C","Chd9",0.333333333333333
"21737","Rela","B","Cmip",0.5
"21738","Rela","C","Csrp1",0.333333333333333
"21739","Rela","C","Ctnna1",0.333333333333333
"21740","Rela","C","Cyth1",0.333333333333333
"21741","Rela","C","Dennd1a",0.333333333333333
"21742","Rela","B","Dusp22",0.5
"21743","Rela","C","Ehd1",0.333333333333333
"21744","Rela","B","Entpd1",0.5
"21745","Rela","B","Etv6",0.5
"21746","Rela","C","Fchsd2",0.333333333333333
"21747","Rela","C","Flt1",0.333333333333333
"21748","Rela","C","Fndc3b",0.333333333333333
"21749","Rela","C","Gramd1a",0.333333333333333
"21750","Rela","C","Hecw2",0.333333333333333
"21751","Rela","C","Hivep1",0.333333333333333
"21752","Rela","B","Hivep2",0.5
"21753","Rela","C","Hook2",0.333333333333333
"21754","Rela","C","Il4i1",0.333333333333333
"21755","Rela","C","Irak2",0.333333333333333
"21756","Rela","C","Kdm6b",0.333333333333333
"21757","Rela","C","Ksr1",0.333333333333333
"21758","Rela","C","Limch1",0.333333333333333
"21759","Rela","C","Lims1",0.333333333333333
"21760","Rela","C","Litaf",0.333333333333333
"21761","Rela","C","Maml2",0.333333333333333
"21762","Rela","C","Med15",0.333333333333333
"21763","Rela","C","Mideas",0.333333333333333
"21764","Rela","C","Mknk2",0.333333333333333
"21765","Rela","C","Mtss1",0.333333333333333
"21766","Rela","C","Myb",0.333333333333333
"21767","Rela","C","Myh9",0.333333333333333
"21768","Rela","C","Nek6",0.333333333333333
"21769","Rela","C","Pacsin2",0.333333333333333
"21770","Rela","C","Palld",0.333333333333333
"21771","Rela","C","Pcbp1",0.333333333333333
"21772","Rela","C","Plcg2",0.333333333333333
"21773","Rela","C","Pllp",0.333333333333333
"21774","Rela","C","Pola2",0.333333333333333
"21775","Rela","C","Ptp4a2",0.333333333333333
"21776","Rela","C","Ralgds",0.333333333333333
"21777","Rela","C","Rapgef4",0.333333333333333
"21778","Rela","C","Rara",0.333333333333333
"21779","Rela","C","Rbms1",0.333333333333333
"21780","Rela","C","Rnf145",0.333333333333333
"21781","Rela","C","Slc3a2",0.333333333333333
"21782","Rela","B","Smad3",0.5
"21783","Rela","C","Spidr",0.333333333333333
"21784","Rela","C","St3gal2",0.333333333333333
"21785","Rela","C","Tanc1",0.333333333333333
"21786","Rela","C","Tbl1xr1",0.333333333333333
"21787","Rela","C","Tjp2",0.333333333333333
"21788","Rela","C","Tmc1",0.333333333333333
"21789","Rela","B","Tnip1",0.5
"21790","Rela","C","Tns3",0.333333333333333
"21791","Rela","B","Traf3",0.5
"21792","Rela","C","Ube2d3",0.333333333333333
"21793","Rela","C","Wwtr1",0.333333333333333
"21794","Rela","C","Zc3h12a",0.333333333333333
"21795","Rela","C","Zfp36l2",0.333333333333333
"21796","Rela","C","Zmiz1",0.333333333333333
"21797","Rela","C","Zfp438",0.333333333333333
"21798","Relb","C","Ankrd33b",0.333333333333333
"21799","Relb","C","B4galt5",0.333333333333333
"21800","Relb","C","Batf3",0.333333333333333
"21801","Relb","C","Bbc3",0.333333333333333
"21802","Relb","C","Bcl3",0.333333333333333
"21803","Relb","C","Ccl12",0.333333333333333
"21804","Relb","B","Cd44",0.5
"21805","Relb","C","Clasp1",0.333333333333333
"21806","Relb","C","Csf2rb2",0.333333333333333
"21807","Relb","C","Csf2rb",0.333333333333333
"21808","Relb","C","Dlgap4",0.333333333333333
"21809","Relb","C","Dusp22",0.333333333333333
"21810","Relb","C","Emx1",0.333333333333333
"21811","Relb","C","Epb41l2",0.333333333333333
"21812","Relb","C","Fam167a",0.333333333333333
"21813","Relb","C","Fndc3b",0.333333333333333
"21814","Relb","C","Gfpt2",0.333333333333333
"21815","Relb","C","Hecw2",0.333333333333333
"21816","Relb","C","Hivep1",0.333333333333333
"21817","Relb","C","Hivep3",0.333333333333333
"21818","Relb","B","Il15",0.5
"21819","Relb","C","Il4r",0.333333333333333
"21820","Relb","B","Irf1",0.5
"21821","Relb","C","Kcnb2",0.333333333333333
"21822","Relb","C","Kdm2b",0.333333333333333
"21823","Relb","C","Lmna",0.333333333333333
"21824","Relb","C","Lta",0.333333333333333
"21825","Relb","C","Ltbp4",0.333333333333333
"21826","Relb","C","Maml2",0.333333333333333
"21827","Relb","C","Map2k3",0.333333333333333
"21828","Relb","C","Mettl21A",0.333333333333333
"21829","Relb","C","Mical2",0.333333333333333
"21830","Relb","C","Midn",0.333333333333333
"21831","Relb","C","Myo1c",0.333333333333333
"21832","Relb","C","Ncf2",0.333333333333333
"21833","Relb","C","Nek6",0.333333333333333
"21834","Relb","C","Neurl3",0.333333333333333
"21835","Relb","C","Nfkbia",0.333333333333333
"21836","Relb","C","Nol4l",0.333333333333333
"21837","Relb","C","Parp12",0.333333333333333
"21838","Relb","C","Pde5a",0.333333333333333
"21839","Relb","C","Pdzd2",0.333333333333333
"21840","Relb","C","Pfkm",0.333333333333333
"21841","Relb","C","Plec",0.333333333333333
"21842","Relb","C","Rasgrp1",0.333333333333333
"21843","Relb","C","Rps6ka1",0.333333333333333
"21844","Relb","C","Sema4b",0.333333333333333
"21845","Relb","C","Shank2",0.333333333333333
"21846","Relb","C","Skil",0.333333333333333
"21847","Relb","C","Slc39a14",0.333333333333333
"21848","Relb","C","Stat3",0.333333333333333
"21849","Relb","C","Tagln2",0.333333333333333
"21850","Relb","C","Tmtc2",0.333333333333333
"21851","Relb","A","Tnfaip3",1
"21852","Relb","B","Tnip1",0.5
"21853","Relb","C","Trpv3",0.333333333333333
"21854","Relb","C","Ube2z",0.333333333333333
"21855","Relb","C","Ubr5",0.333333333333333
"21856","Relb","C","Ubtf",0.333333333333333
"21857","Relb","C","Wnt10a",0.333333333333333
"21858","Rest","C","Acap3",0.333333333333333
"21859","Rest","C","Acsl6",0.333333333333333
"21860","Rest","C","Ap3b2",0.333333333333333
"21861","Rest","C","Barhl1",0.333333333333333
"21862","Rest","C","Bbc3",0.333333333333333
"21863","Rest","C","Cadps",0.333333333333333
"21864","Rest","C","Cdh23",0.333333333333333
"21865","Rest","C","Chd9",0.333333333333333
"21866","Rest","C","Chst8",0.333333333333333
"21867","Rest","C","Cntnap2",0.333333333333333
"21868","Rest","C","Dennd1a",0.333333333333333
"21869","Rest","C","Dnm1",0.333333333333333
"21870","Rest","C","Elavl3",0.333333333333333
"21871","Rest","C","Epas1",0.333333333333333
"21872","Rest","C","Gprin1",0.333333333333333
"21873","Rest","C","Gsn",0.333333333333333
"21874","Rest","C","Hpca",0.333333333333333
"21875","Rest","C","Kcnma1",0.333333333333333
"21876","Rest","C","Lhx3",0.333333333333333
"21877","Rest","C","Ltbp4",0.333333333333333
"21878","Rest","C","Nfasc",0.333333333333333
"21879","Rest","C","Nfatc2",0.333333333333333
"21880","Rest","C","Nlrp1b",0.333333333333333
"21881","Rest","C","Npdc1",0.333333333333333
"21882","Rest","C","Nrxn1",0.333333333333333
"21883","Rest","C","Nxph1",0.333333333333333
"21884","Rest","C","Plec",0.333333333333333
"21885","Rest","C","Prss27",0.333333333333333
"21886","Rest","C","Ptk2b",0.333333333333333
"21887","Rest","C","Rbfox3",0.333333333333333
"21888","Rest","C","Rnf213",0.333333333333333
"21889","Rest","C","Rph3a",0.333333333333333
"21890","Rest","C","Ryr1",0.333333333333333
"21891","Rest","C","Scamp5",0.333333333333333
"21892","Rest","C","Scrt1",0.333333333333333
"21893","Rest","C","Sec14l1",0.333333333333333
"21894","Rest","C","Sez6",0.333333333333333
"21895","Rest","C","Sh2d3c",0.333333333333333
"21896","Rest","C","Slc8a2",0.333333333333333
"21897","Rest","C","Soga3",0.333333333333333
"21898","Rest","C","Sptbn4",0.333333333333333
"21899","Rest","C","Stmn3",0.333333333333333
"21900","Rest","C","Syndig1l",0.333333333333333
"21901","Rest","C","Tkt",0.333333333333333
"21902","Rest","C","Xxylt1",0.333333333333333
"21903","Rest","C","Znf638",0.333333333333333
"21904","Rfx1","C","Armc9",0.333333333333333
"21905","Rfx1","C","Baiap3",0.333333333333333
"21906","Rfx1","C","Btbd3",0.333333333333333
"21907","Rfx1","C","Camk2a",0.333333333333333
"21908","Rfx1","C","Cbx8",0.333333333333333
"21909","Rfx1","C","Cep112",0.333333333333333
"21910","Rfx1","C","Cfap20",0.333333333333333
"21911","Rfx1","C","Crip2",0.333333333333333
"21912","Rfx1","C","Dis3l2",0.333333333333333
"21913","Rfx1","C","Dse",0.333333333333333
"21914","Rfx1","C","Ehd1",0.333333333333333
"21915","Rfx1","B","Fbrs",0.5
"21916","Rfx1","C","Fhad1",0.333333333333333
"21917","Rfx1","C","Gpr137",0.333333333333333
"21918","Rfx1","C","Ip6k2",0.333333333333333
"21919","Rfx1","C","Iqch",0.333333333333333
"21920","Rfx1","C","Itfg2",0.333333333333333
"21921","Rfx1","C","Katnip",0.333333333333333
"21922","Rfx1","C","Ly6g5c",0.333333333333333
"21923","Rfx1","C","Mapre2",0.333333333333333
"21924","Rfx1","C","Pde4a",0.333333333333333
"21925","Rfx1","C","Psmb7",0.333333333333333
"21926","Rfx1","C","Rfx2",0.333333333333333
"21927","Rfx1","C","Riiad1",0.333333333333333
"21928","Rfx1","C","Spata2",0.333333333333333
"21929","Rfx1","C","Srek1",0.333333333333333
"21930","Rfx1","B","Stk32c",0.5
"21931","Rfx1","C","Swsap1",0.333333333333333
"21932","Rfx1","C","Syngap1",0.333333333333333
"21933","Rfx1","C","Tp53bp1",0.333333333333333
"21934","Rfx1","C","Trit1",0.333333333333333
"21935","Rfx1","B","Vrk3",0.5
"21936","Rfx1","C","Zdhhc1",0.333333333333333
"21937","Rfx1","C","Zfp398",0.333333333333333
"21938","Rfx2","C","Baiap3",0.333333333333333
"21939","Rfx2","C","Dpcd",0.333333333333333
"21940","Rfx2","C","Endov",0.333333333333333
"21941","Rfx2","C","Enkur",0.333333333333333
"21942","Rfx2","C","Kiaa0753",0.333333333333333
"21943","Rfx2","C","Mapk10",0.333333333333333
"21944","Rfx2","C","Mapre2",0.333333333333333
"21945","Rfx2","C","Mapre3",0.333333333333333
"21946","Rfx2","C","Pacrgl",0.333333333333333
"21947","Rfx2","C","Pde4a",0.333333333333333
"21948","Rfx2","C","Pick1",0.333333333333333
"21949","Rfx2","C","Poll",0.333333333333333
"21950","Rfx2","C","Polrmt",0.333333333333333
"21951","Rfx2","C","Prkcg",0.333333333333333
"21952","Rfx2","C","Strn4",0.333333333333333
"21953","Rfx2","C","Tbcel",0.333333333333333
"21954","Rfx2","C","Ttc23l",0.333333333333333
"21955","Rfx2","C","Ttc30b",0.333333333333333
"21956","Rfx2","C","Txndc17",0.333333333333333
"21957","Rfx5","C","Abat",0.333333333333333
"21958","Rfx5","C","Abcc1",0.333333333333333
"21959","Rfx5","C","Aldoa",0.333333333333333
"21960","Rfx5","C","Ap2s1",0.333333333333333
"21961","Rfx5","C","Arap1",0.333333333333333
"21962","Rfx5","C","Arvcf",0.333333333333333
"21963","Rfx5","C","B2m",0.333333333333333
"21964","Rfx5","C","Bcat2",0.333333333333333
"21965","Rfx5","C","Brd2",0.333333333333333
"21966","Rfx5","B","Btn2a2",0.5
"21967","Rfx5","C","Cabin1",0.333333333333333
"21968","Rfx5","A","Cd74",1
"21969","Rfx5","C","Cdk2ap2",0.333333333333333
"21970","Rfx5","C","Cdnf",0.333333333333333
"21971","Rfx5","C","Cep120",0.333333333333333
"21972","Rfx5","C","Commd1",0.333333333333333
"21973","Rfx5","C","Ddit4",0.333333333333333
"21974","Rfx5","C","Dpcd",0.333333333333333
"21975","Rfx5","C","Eml1",0.333333333333333
"21976","Rfx5","C","Eml2",0.333333333333333
"21977","Rfx5","C","Gatad2a",0.333333333333333
"21978","Rfx5","C","Gnl1",0.333333333333333
"21979","Rfx5","C","Gstcd",0.333333333333333
"21980","Rfx5","C","Gtf2i",0.333333333333333
"21981","Rfx5","C","Haus5",0.333333333333333
"21982","Rfx5","C","Hnrnpul2",0.333333333333333
"21983","Rfx5","C","Iqcg",0.333333333333333
"21984","Rfx5","C","Kdm6b",0.333333333333333
"21985","Rfx5","C","Lmna",0.333333333333333
"21986","Rfx5","C","Map2k3",0.333333333333333
"21987","Rfx5","C","Map4k4",0.333333333333333
"21988","Rfx5","C","Mapk10",0.333333333333333
"21989","Rfx5","C","Mapre2",0.333333333333333
"21990","Rfx5","C","Mcm7",0.333333333333333
"21991","Rfx5","C","Mknk2",0.333333333333333
"21992","Rfx5","B","Mr1",0.5
"21993","Rfx5","C","Mrps27",0.333333333333333
"21994","Rfx5","C","Mvk",0.333333333333333
"21995","Rfx5","C","Nxph4",0.333333333333333
"21996","Rfx5","C","Pard6b",0.333333333333333
"21997","Rfx5","C","Parn",0.333333333333333
"21998","Rfx5","C","Pc",0.333333333333333
"21999","Rfx5","C","Pde4a",0.333333333333333
"22000","Rfx5","C","Per1",0.333333333333333
"22001","Rfx5","C","Pik3r2",0.333333333333333
"22002","Rfx5","C","Pnrc1",0.333333333333333
"22003","Rfx5","C","Ppp2r1b",0.333333333333333
"22004","Rfx5","B","Psmb8",0.5
"22005","Rfx5","C","Psmb9",0.333333333333333
