"","source","confidence","target","mor"
"1","Myc","A","Tert",1
"2","Smad3","A","Jun",1
"3","Smad4","A","Jun",1
"4","Sp1","A","Aldoa",1
"5","Tp53","A","Igf1r",-1
"6","Zbtb16","A","Ccna2",-1
"7","Stat3","A","Cdkn1a",1
"8","Rela","A","Abcb1a",1
"9","Tp53","A","Cdkn1a",1
"10","Tp53","A","Rb1",-1
"11","E2f1","A","Cdkn1a",1
"12","E2f3","A","Cdkn1a",1
"13","Yy1","A","Nr3c1",1
"14","Tp53","A","Bcl2",-1
"15","Stat4","A","Irf1",1
"16","Wt1","A","Odc1",1
"17","Hnf1a","A","Igf1",1
"18","Stat5a","A","Igf1",1
"19","Ets1","A","Timp1",1
"20","Arnt","A","Cyp1b1",1
"21","Ahr","A","Cyp1b1",1
"22","Tp53","A","Ccnb1",-1
"23","Stat5a","A","Ccnd1",1
"24","Tp53","A","Mdm2",1
"25","Rbpj","A","Hes1",1
"26","Atf2","A","Ccnd1",1
"27","Jun","A","Ccnd1",1
"28","Nfatc2","A","Il4",1
"29","Hnf4a","A","Gucy2c",1
"30","Rara","A","Sftpb",1
"31","Jun","A","Cdkn1a",1
"32","Jun","A","Tp53",-1
"33","Stat3","A","Prf1",1
"34","Pparg","A","Serpine1",-1
"35","Sp1","A","Faslg",1
"36","Ar","A","Klk1b11",1
"37","Ar","A","Klk1b8",1
"38","Ar","A","Klk1",1
"39","Ar","A","Klk1b21",1
"40","Ar","A","Klk1b3",1
"41","Ar","A","Klk1b24",1
"42","Ar","A","Klk1b22",1
"43","Ar","A","Klk1b1",1
"44","Ar","A","Klk1b9",1
"45","Ar","A","Klk1b5",1
"46","Ar","A","Klk1b26",1
"47","Ar","A","Klk1b16",1
"48","Ar","A","Klk1b4",1
"49","Ar","A","Klk1b27",1
"50","Atf1","A","Cftr",1
"51","Sp1","A","Gast",1
"52","Gata4","A","Nppa",1
"53","Rarg","A","Rarb",1
"54","Rarb","A","Rarg",-1
"55","Jun","A","Ccl5",1
"56","Rela","A","Cd40",1
"57","Rela","A","Ifng",1
"58","Esr2","A","Rara",1
"59","Esr1","A","Rara",1
"60","Pax6","A","Krt12",1
"61","Fos","A","Tp53",1
"62","Tp53","A","Fos",-1
"63","Sp1","A","Fos",1
"64","Sp1","A","Egr1",1
"65","Egr1","C","Nr2f1",0.333333333333333
"66","Myc","A","Eno1",1
"67","Tp53","A","Ccnd1",-1
"68","Creb1","A","Pck1",1
"69","Rela","A","Nos2",1
"70","Nfkb1","A","Nos2",1
"71","Atf4","A","Ddit3",1
"72","Atf4","A","Atf3",1
"73","Atf3","A","Ddit3",1
"74","Smad4","A","Serpine1",1
"75","Smad3","A","Serpine1",1
"76","Pax6","C","Gcg",0.333333333333333
"77","Tp53","A","Bax",1
"78","Tp53","A","Ccng1",1
"79","Tp53","A","Gadd45a",1
"80","Stat4","A","Ifng",1
"81","Pparg","A","Lpl",1
"82","Nr5a1","A","Cyp17a1",1
"83","Fos","B","Runx1",0.5
"84","Foxo3","A","Faslg",1
"85","Usf1","A","Fasn",1
"86","Elk1","A","Sod1",1
"87","Fli1","A","Gp9",1
"88","Fli1","A","Itga2b",1
"89","Egr1","A","Elk1",1
"90","Elk1","A","Egr1",1
"91","Elk4","C","Egr1",0.333333333333333
"92","Cebpa","A","Alb",1
"93","Creb1","A","Ccnd1",1
"94","Jun","A","Il6",1
"95","Hif1a","A","Epo",1
"96","Myc","A","Cdc25a",1
"97","Arnt","A","Epo",1
"98","Tp73","A","Mdm2",1
"99","Tp53","A","Tp73",1
"100","Tp73","C","Tp53",0.333333333333333
"101","Tp73","A","Cdkn1a",1
"102","E2f4","A","E2f1",-1
"103","Sp1","A","Cdkn1a",1
"104","Ets2","A","Il5",1
"105","Gata3","A","Il5",1
"106","Ets1","A","Il5",1
"107","Sp1","A","Tgfb1",1
"108","Jun","A","Oxtr",1
"109","Rel","A","Il2ra",1
"110","Sp1","A","Ldlr",1
"111","Yy1","A","Ldlr",-1
"112","Cebpa","A","Pck1",1
"113","Wt1","A","Cdkn1a",1
"114","Fos","A","Ercc1",1
"115","Yy1","A","Cxcr4",-1
"116","Myc","A","Cxcr4",1
"117","Usf1","A","Cxcr4",1
"118","Atf2","A","Tnf",1
"119","Jun","A","Tnf",1
"120","Lef1","A","Ccnd1",1
"121","Cebpb","A","Star",1
"122","Nr5a1","A","Star",1
"123","Srf","A","Fos",1
"124","Myc","A","Cdkn1a",-1
"125","Jun","A","Il2",1
"126","Sox9","A","Mia",1
"127","Irf1","A","Irf2",1
"128","Tp53","A","Litaf",1
"129","Tp53","A","Btg2",1
"130","Sp3","A","Cdkn1a",1
"131","Tp53","A","Pcna",1
"132","Atf2","A","Jun",1
"133","Egr1","A","F3",1
"134","Srf","A","Egr1",1
"135","Hnf4a","A","Serpina1b",1
"136","Hnf4a","A","Serpina1a",1
"137","Hnf4a","A","Serpina1e",1
"138","Hnf4a","A","Serpina1d",1
"139","Hnf4a","A","Serpina1c",1
"140","Jun","A","Csf2",1
"141","Nfatc2","A","Csf2",1
"142","Mef2a","A","Jun",1
"143","Runx2","A","Mmp13",1
"144","Ybx1","A","Mmp13",-1
"145","Pdx1","A","Ins2",1
"146","Hnf1a","A","Hnf4a",1
"147","Hnf4a","A","Hnf1a",1
"148","Hnf1a","A","Ins2",1
"149","Rfx1","A","Pcna",-1
"150","E2f1","A","Dhfr",1
"151","Wt1","A","Thbs1",1
"152","Sp1","A","Igfbp4",1
"153","Myc","A","Tp53",1
"154","Tp53","A","Myc",-1
"155","Nfkb1","A","Tp53",1
"156","Tp53","A","Rela",1
"157","Rela","A","Tp53",1
"158","Foxo1","A","Igfbp1",1
"159","Stat5a","A","Csn2",1
"160","Spi1","B","Utrn",0.5
"161","Ahr","A","Cyp1a1",1
"162","Nr5a2","C","Cyp7a1",-0.333333333333333
"163","Stat3","A","Socs3",1
"164","Pou2f1","A","Il5",1
"165","Yy1","A","Il5",1
"166","Rara","A","Plau",1
"167","Sp1","A","Plau",1
"168","Lef1","A","Mmp7",1
"169","Spi1","A","Btk",1
"170","Sp1","A","Btk",1
"171","Sp3","A","Btk",1
"172","Sp1","A","Sp3",1
"173","Stat6","A","Il4",1
"174","Egr1","A","Pdgfa",1
"175","Jun","A","Abcb1a",-1
"176","Rela","A","Cd40lg",1
"177","Cebpa","A","Sp1",1
"178","Sp1","A","Odc1",1
"179","Myc","A","Brca1",1
"180","Nr5a1","A","Cyp19a1",1
"181","Esr1","C","Nrip1",0.333333333333333
"182","Myc","A","Odc1",1
"183","Mycn","A","Ndrg1",-1
"184","Myc","A","Ndrg1",-1
"185","Tp63","A","Cdkn1a",1
"186","Sp1","A","Cyp11a1",1
"187","Egr1","C","Atf1",0.333333333333333
"188","Atf1","C","Egr1",0.333333333333333
"189","Egr1","C","Creb1",0.333333333333333
"190","Creb1","A","Egr1",1
"191","Egr1","A","Abcb1a",1
"192","Wt1","A","Abcb1a",1
"193","Hnf1a","A","Cyp7a1",1
"194","Wt1","A","Bcl2",1
"195","Fos","A","Clu",-1
"196","Fosl1","A","Clu",1
"197","Junb","A","Clu",1
"198","Creb1","A","Th",1
"199","Esr2","A","Oxt",1
"200","Sp1","A","Abcb1a",1
"201","Jun","A","Spi1",1
"202","Hif1a","A","Vegfa",1
"203","Smad4","A","Cdkn1a",1
"204","Esr1","A","C3",1
"205","Egr1","A","Tnf",1
"206","Sp1","A","Fn1",1
"207","Pparg","A","Fabp4",1
"208","Stat5a","A","Bcl2l1",1
"209","Sp1","A","Lep",1
"210","Stat5a","A","Osm",1
"211","Egr1","A","Mmp14",1
"212","Pparg","A","Cd36",1
"213","Cebpb","A","Il6",-1
"214","Pax5","A","Cd79a",1
"215","Ets1","A","Parp1",1
"216","Pou2f1","A","H2-Ea",-1
"217","Pou2f1","A","P04224",-1
"218","Ets1","A","Mgat5",1
"219","Hsf1","C","Hsp90aa1",0.333333333333333
"220","Hsf1","A","Hspa4",1
"221","Cebpb","A","Hp",1
"222","Hif1a","A","Tfrc",1
"223","Myc","A","Hspa4",1
"224","Sp1","A","Psen1",1
"225","Nr5a1","A","Nr0b1",1
"226","Nr0b1","A","Nr5a1",-1
"227","Sp1","A","Slc25a5",1
"228","Esr1","A","E2f1",1
"229","Sp1","A","E2f1",1
"230","Tfap2a","A","Cyp11a1",1
"231","Sp1","A","Spi1",1
"232","Sp1","A","Plat",1
"233","Sp3","A","Plat",1
"234","Spi1","A","Il1b",1
"235","Pax5","A","Blk",1
"236","Srebf2","A","Ldlr",1
"237","Pgr","A","Igfbp1",1
"238","Nr5a1","A","Cyp11a1",1
"239","Hnf1a","A","Ugt1a1",1
"240","Nfkb1","A","Ccnd1",1
"241","Rela","A","Ccnd1",1
"242","Cebpb","A","Il1b",1
"243","Rela","A","Plau",1
"244","Rel","A","Ccl12",1
"245","Rela","A","Ccl12",1
"246","Tp53","A","Mdm4",1
"247","Tp73","C","Mdm4",0.333333333333333
"248","Wt1","A","Mycn",-1
"249","Creb1","A","Jun",-1
"250","Pax3","A","Mitf",1
"251","Rela","A","Tnf",1
"252","Nfkb1","A","Tnf",1
"253","Nfic","A","Cyp1a1",-1
"254","E2f1","A","Rb1",1
"255","Sp1","A","Lhcgr",1
"256","Usf1","A","Pklr",1
"257","Stat3","A","Junb",1
"258","Sp1","A","Ccnd1",1
"259","Tfap2a","B","Esr1",0.5
"260","Esr1","A","Tfap2c",1
"261","Tfap2c","A","Esr1",1
"262","Pax8","A","Tg",1
"263","Wt1","A","Igf1r",-1
"264","Esr1","A","Ccnd1",1
"265","Sp1","A","Itgav",1
"266","Sp3","A","Itgav",1
"267","E2f1","A","Ccne1",1
"268","E2f1","A","Ccnd1",1
"269","Yy1","A","Tp53",1
"270","Irf1","A","Ciita",1
"271","Sp1","A","Mmp2",1
"272","Sp3","A","Mmp2",1
"273","Tfap2a","A","Mmp2",1
"274","Etv4","A","Mmp2",1
"275","Atf2","A","Cdkn1a",1
"276","Myc","A","Ccnd2",1
"277","Egr1","A","Fas",-1
"278","Fli1","A","Tgfbr2",1
"279","Sp1","A","Bax",1
"280","Ets1","A","Tp53",1
"281","Ets2","A","Tp53",1
"282","Egr1","A","Nab2",1
"283","Tp53","A","Cdk1",-1
"284","Nr1h4","A","Fabp6",1
"285","Tp53","A","Cdkn1b",1
"286","Tp53","A","Map4",-1
"287","Mef2c","A","Jun",1
"288","Tfap2a","A","Cdh1",1
"289","Stat6","A","Irf1",1
"290","Ppara","A","Ucp1",1
"291","Pparg","A","Ucp1",1
"292","Epas1","A","Vegfa",1
"293","Fos","C","Cebpb",0.333333333333333
"294","Cebpb","A","Fos",1
"295","Atf1","A","Il10",1
"296","Creb1","A","Il10",1
"297","Rela","A","Il6",1
"298","Spi1","A","Itgb2",1
"299","Hnf1a","A","Alb",1
"300","Usf1","A","Ccnb1",1
"301","Ar","A","Myc",1
"302","Sp1","A","F3",1
"303","Nfkb1","A","Icam1",1
"304","Nfkb1","A","Vcam1",1
"305","Rela","A","Icam1",1
"306","Rela","A","Vcam1",1
"307","Tp53","A","Ing1",1
"308","Ets1","A","Flt1",1
"309","Cebpe","A","Ltf",1
"310","Irf2","A","Ciita",1
"311","Usf1","A","Brca2",1
"312","Elf1","A","Brca2",1
"313","Usf2","A","Brca2",1
"314","Sp1","A","Tnf",1
"315","Smad3","A","Smad7",1
"316","Smad4","A","Smad7",1
"317","Fosl1","A","Eln",-1
"318","Jun","A","Eln",-1
"319","Hif1a","A","Cdkn1a",1
"320","Tfap2a","A","Mpg",1
"321","Atf6","A","Hspa5",1
"322","Atf1","A","Tgfb2",1
"323","Myc","A","Cad",1
"324","Irf8","A","Ncf2",1
"325","Egr1","A","Tp73",1
"326","Erg","A","Icam2",1
"327","Sp1","A","Nos3",1
"328","Ctcf","A","App",1
"329","Nfkb1","A","Bcl2l1",1
"330","Rela","A","Bcl2l1",1
"331","Srebf1","A","Fasn",1
"332","Crem","A","Il2",1
"333","Mitf","A","Tyr",1
"334","Hif1a","A","Serpine1",1
"335","Myb","A","Ccna1",1
"336","E2f1","A","Cdkn2a",1
"337","E2f1","A","Ccna2",1
"338","Etv6","C","Runx1",0.333333333333333
"339","Runx1","B","Etv6",0.5
"340","Tp53","A","Brca1",-1
"341","Myc","A","Hmox1",1
"342","Smad3","A","Cdkn1a",1
"343","Wt1","A","Tert",-1
"344","Fos","A","Il2",1
"345","Ar","A","Cdkn1a",1
"346","Tp53","A","Tp63",-1
"347","Egr1","A","Igf2",1
"348","Wt1","A","Igf2",-1
"349","Myc","A","Ncl",1
"350","Ets1","A","Pthlh",1
"351","Tp53","A","Tgfb1",1
"352","Tp53","A","Gdf15",1
"353","Sp1","A","Src",1
"354","Smad1","A","Spp1",1
"355","Ctcf","A","Myc",-1
"356","Hnf4a","A","Cyp7a1",-1
"357","Rara","A","Rarb",1
"358","Cebpb","A","Ptgs2",1
"359","Ppara","A","Lpl",1
"360","Neurod1","A","Ins2",1
"361","Rest","A","Grin1",-1
"362","Sp1","A","Ccl12",1
"363","Tfap2a","A","Erbb2",1
"364","Rela","A","Fn1",1
"365","Nfkb1","A","Fn1",1
"366","Pgr","A","Myc",-1
"367","Foxa2","A","Pdx1",1
"368","Snai1","A","Cdh1",-1
"369","Sp1","A","Il10",1
"370","Stat6","A","Alox15",1
"371","Fos","B","Cd44",0.5
"372","Jun","A","Cd44",1
"373","Jun","A","Ptgs2",1
"374","Ar","C","Lcp1",0.333333333333333
"375","Egr1","A","Flt1",1
"376","Sp1","A","Sod2",1
"377","Cdx2","A","Lct",1
"378","Spi1","A","Prtn3",1
"379","Nr5a1","A","Amh",1
"380","Vdr","A","Bglap2",1
"381","Vdr","A","Bglap",1
"382","Vdr","A","Bglap3",1
"383","Hif1a","A","Nos2",1
"384","Tp53","A","Cav1",1
"385","Fos","A","Mmp1a",1
"386","Sp1","A","Plaur",1
"387","Hsf1","C","Hspb1",0.333333333333333
"388","E2f1","A","Serpine1",-1
"389","Tp53","A","Serpinb5",1
"390","Myb","A","Bcl2",1
"391","Nr5a1","A","Pou5f1",1
"392","Rara","C","Pou5f1",0.333333333333333
"393","Egr1","A","Chrna7",1
"394","Fos","C","Calm1",0.333333333333333
"395","Fos","C","Calm3",0.333333333333333
"396","Fos","C","Calm2",0.333333333333333
"397","Pax8","A","Tpo",1
"398","Ets1","A","Ctsb",1
"399","Sp3","A","Ctsb",1
"400","Irf1","A","Ifnb1",1
"401","Arnt","A","Vegfa",1
"402","Stat4","A","Myc",1
"403","Myc","A","Il2",1
"404","Klf12","A","Tfap2a",-1
"405","Sp1","A","Hspa1a",1
"406","Rel","A","Icam1",1
"407","Smad3","A","Tgfb1",1
"408","Gata2","A","Nos3",1
"409","Prdm1","A","Myc",-1
"410","Yy1","A","Myc",-1
"411","Irf1","A","Ccl5",1
"412","Sp1","A","Rela",1
"413","Sp1","A","Igf1r",1
"414","Sp3","A","Itgad",1
"415","Sp1","A","Itgad",1
"416","Tp53","A","Perp",1
"417","Myc","A","Faslg",1
"418","Spi1","A","Tlr4",1
"419","Stat3","A","Gfap",1
"420","Esr1","A","Ltf",1
"421","Wt1","A","Amh",1
"422","Stat3","A","Vegfa",1
"423","Ppara","A","Cyp7a1",-1
"424","Tp53","A","Abcb1a",-1
"425","Lef1","A","Mitf",1
"426","Hnf1a","A","Slc2a2",1
"427","Tp53","A","Bdkrb2",1
"428","Cebpa","A","Il6",1
"429","Cebpd","B","Il6",0.5
"430","Pparg","C","Cyp19a1",-0.333333333333333
"431","Klf4","A","Cdkn1a",1
"432","Esr1","A","Igf1",1
"433","Creb1","A","Bcl2",1
"434","Wt1","A","Cdh1",-1
"435","Cebpb","A","Tnf",1
"436","Egr2","A","Faslg",-1
"437","Tfdp1","A","Ccne1",1
"438","Neurog3","A","Neurod1",1
"439","Tbx21","A","Ifng",1
"440","Irf1","A","Psmb9",1
"441","Hnf1a","A","G6pc1",1
"442","Sp1","A","Tgfbr2",1
"443","Foxa2","A","Hhex",1
"444","Nr5a1","A","Mc2r",1
"445","Sp1","A","Col1a2",1
"446","Srf","C","Nr4a1",0.333333333333333
"447","Sp1","A","Ar",1
"448","Gabpa","A","Brca1",1
"449","Tp53","A","Dkk1",1
"450","Hif1a","A","Cp",1
"451","Ppara","A","Acsl1",1
"452","Sp1","A","Vim",1
"453","Tp53","A","Tert",-1
"454","Sp1","A","Tert",1
"455","Fos","C","Mmp13",0.333333333333333
"456","Jun","A","Mmp13",1
"457","Jund","A","Mmp13",1
"458","Egr1","A","Fn1",1
"459","Egr1","A","Serpine1",1
"460","Egr1","A","Tgfb1",1
"461","Foxo4","A","Cdkn1b",1
"462","Hnf4a","A","Pklr",1
"463","Tp53","A","Abcc1",1
"464","Sp1","A","Tnfrsf8",1
"465","Cebpd","A","Tnf",1
"466","Irf3","C","Ccl5",0.333333333333333
"467","Srebf1","A","Acly",1
"468","Srebf2","A","Acly",1
"469","Sp1","B","Scarb1",0.5
"470","Jun","A","Egfr",1
"471","Fos","B","Egfr",0.5
"472","Junb","A","Egfr",1
"473","Esr2","A","Tert",1
"474","Stat3","A","Socs1",1
"475","Sp1","A","Vegfa",1
"476","Sp3","A","Vegfa",1
"477","Irf1","A","Socs1",1
"478","Spi1","A","Cd40",1
"479","Spib","A","Cd40",1
"480","Sp1","A","Ptgs2",1
"481","Ets1","B","Cdh5",0.5
"482","Tp53","A","Cd82",1
"483","Stat3","B","Icam1",0.5
"484","Sp1","A","Egfr",-1
"485","Rela","A","Serpine1",1
"486","Cebpd","A","Ptgs2",1
"487","Egr1","A","Th",1
"488","Smad4","A","Tgfb1",1
"489","Sp1","B","Smad7",0.5
"490","Sp1","A","Vdr",1
"491","Sp1","A","Ltf",1
"492","Hif1a","A","Adm",1
"493","Bmal1","A","Per1",1
"494","Clock","A","Per1",1
"495","Bmal1","A","Dbp",1
"496","Atf2","A","Ifnb1",1
"497","Irf3","A","Ifnb1",-1
"498","Jun","A","Ifnb1",1
"499","Ets1","A","Csnk2a1",1
"500","Sp1","A","Csnk2a1",1
"501","Tp53","A","Mapk8",1
"502","Junb","A","Cdkn2a",1
"503","Nr1h3","A","Abca1",1
"504","Tfap2a","A","Hgf",-1
"505","Spi1","A","Serpinb1a",1
"506","Cebpa","A","Pparg",1
"507","Cebpb","B","Pparg",0.5
"508","Ppara","C","Cpt1b",0.333333333333333
"509","Klf5","C","Myh14",0.333333333333333
"510","Egr1","B","Klf5",0.5
"511","Esr1","A","Vegfa",1
"512","Cebpd","C","Stat3",0.333333333333333
"513","Spi1","A","Mmp2",-1
"514","Myc","A","Thbs1",-1
"515","Sp1","A","Utrn",1
"516","Pax3","A","Bcl2l1",1
"517","Hoxa5","A","Pgr",1
"518","Stat3","A","Crp",1
"519","Cebpb","A","Crp",1
"520","Sp1","A","Serpine1",1
"521","Cdx2","A","Gucy2c",1
"522","Fos","A","Cdkn1a",-1
"523","Pax4","A","Ins2",-1
"524","Tp53","A","Casp3",1
"525","Sp1","A","Pgr",1
"526","Esr1","A","Pgr",1
"527","Pgr","A","Esr1",1
"528","Esr1","A","Egf",1
"529","Stat3","A","Il10",1
"530","Atf2","A","Ins2",1
"531","Creb1","A","Ins2",1
"532","Tp53","A","Vegfa",-1
"533","Myc","A","Gadd45a",-1
"534","Elk1","A","Tnf",1
"535","Fosl1","A","Mmp1a",1
"536","Jun","A","Mmp1a",1
"537","E2f1","A","Tyms",1
"538","E2f1","A","Mdm2",-1
"539","Hnf4a","C","Erbb2",0.333333333333333
"540","Hnf4a","B","Src",0.5
"541","Jun","A","Ccl12",1
"542","Sp1","A","Star",1
"543","Nfkb1","A","Csf1",1
"544","Hif1a","A","Bnip3",1
"545","Sox10","A","Mpz",1
"546","Fos","A","Mmp9",1
"547","Gata1","B","Sptb",0.5
"548","Sox10","A","Mitf",1
"549","Jun","A","Il24",1
"550","Ets1","A","Psen1",1
"551","Zeb1","A","Cdh1",-1
"552","Sp1","A","Mybl1",1
"553","Foxo1","A","G6pc1",1
"554","Sp1","A","Ptn",1
"555","Atf3","A","Sele",-1
"556","Rela","A","Edn1",1
"557","Sp1","A","Alox12",1
"558","Wt1","A","Ccn2",-1
"559","Nfkb1","A","Il6",1
"560","Creb1","A","Tg",1
"561","Sp1","A","Cd44",1
"562","Jun","A","Atf3",1
"563","Atf2","A","Atf3",1
"564","Tp53","A","Rrm2b",1
"565","Cebpb","A","Cdkn1a",1
"566","Esr1","B","Igf1r",0.5
"567","Sp1","A","Esr1",1
"568","Esr1","A","Sp1",1
"569","Egr1","A","Tgfbr2",-1
"570","Zic2","A","Drd1",-1
"571","Pou2f1","A","Hpgds",1
"572","Esr1","C","Smarca4",0.333333333333333
"573","Jun","A","Gclc",1
"574","Hif1a","A","Tp53",1
"575","Tfap2a","A","Vegfa",1
"576","Cebpb","A","Il4",1
"577","Usf1","C","Serpine2",0.333333333333333
"578","Cebpd","C","Gadd45a",0.333333333333333
"579","Esr1","A","Apoa1",1
"580","Nr5a1","A","Cyp11b2",1
"581","Atf1","A","Cga",1
"582","Creb1","A","Cga",1
"583","Esr2","A","Pgr",1
"584","Bmal2","A","Serpine1",1
"585","Spi1","A","Gata1",-1
"586","Esr1","A","Krt19",1
"587","Hnf4a","B","Rxra",0.5
"588","Esr1","A","Akt1",1
"589","Esr1","A","Nos3",1
"590","Sp1","A","Polb",-1
"591","E2f4","A","Cdk1",1
"592","Tp53","C","E2f4",0.333333333333333
"593","Nfkb1","A","Crp",1
"594","Nfkb1","A","Il1b",1
"595","Jun","A","Nqo1",1
"596","Nfe2l2","A","Nqo1",1
"597","Zic1","A","Apoe",1
"598","Zic2","A","Apoe",1
"599","Atf2","A","Pck1",1
"600","Wt1","A","Vdr",1
"601","Sp1","A","Il1a",1
"602","Foxa1","A","Sftpb",1
"603","Sp3","C","Ret",0.333333333333333
"604","Hes1","A","Ascl1",-1
"605","Rel","A","F3",1
"606","Nfkb1","A","Mmp9",1
"607","Nfkb1","A","Nfkbia",1
"608","Rela","A","Mmp9",1
"609","Rela","A","Nfkbia",1
"610","Sp1","A","Mmp9",1
"611","Tp53","B","Fhl2",0.5
"612","Tbx2","A","Cdkn2a",-1
"613","Wt1","A","Egfr",-1
"614","Sp3","A","Alpl",1
"615","Mitf","A","Kit",1
"616","Myf6","A","Acacb",1
"617","Nfkb1","A","Ptgs2",1
"618","Rela","A","Ptgs2",1
"619","Usf1","A","Hoxb4",1
"620","Usf2","A","Hoxb4",1
"621","Esr1","A","Avp",1
"622","Creb1","A","Ptgs2",1
"623","Gata3","A","Il4",1
"624","Myb","A","Rag2",1
"625","Tfap2c","A","Csta",1
"626","Tp53","A","Ppm1d",1
"627","Prdm1","A","Ciita",-1
"628","Myc","A","Bax",1
"629","Tp53","A","Fas",1
"630","Tp53","C","Slc19a1",-0.333333333333333
"631","Atf1","A","Th",1
"632","Srebf2","A","Fdft1",1
"633","Nfkb1","A","Cftr",1
"634","Rela","A","Cftr",1
"635","Rela","A","Il1b",1
"636","Spi1","A","Ptprc",1
"637","Ahr","A","Myc",1
"638","Rela","A","Myc",1
"639","Myb","A","Mat2a",1
"640","Creb1","A","Ren1",1
"641","Creb1","A","Psen1",1
"642","Sp1","A","Tp53",1
"643","Nfe2l2","A","Gclc",1
"644","Usf1","A","S100a6",1
"645","Hif1a","A","Slc2a1",1
"646","Stat3","A","Bcl6",1
"647","Tp53","A","Hras",1
"648","Tp53","A","Nos2",-1
"649","Creb1","A","Trh",1
"650","Jun","A","Il1b",1
"651","Esr1","A","Tgfa",1
"652","Tfap2a","A","Dbh",1
"653","Tfap2a","A","Th",1
"654","Nr1h3","A","Apoe",1
"655","Nr1h3","A","Abcg1",1
"656","Tp53","A","Chek1",-1
"657","Nkx2-1","A","Sftpb",1
"658","E2f4","A","Dhfr",-1
"659","Tfdp1","A","Dhfr",1
"660","Etv4","A","Mmp7",1
"661","Stat3","A","Mcl1",1
"662","Sp1","A","Ccnd2",1
"663","Stat5a","A","Ccnd2",1
"664","Rel","A","Il6",-1
"665","Rel","A","Crp",1
"666","Nfyb","B","Cd74",0.5
"667","Ar","B","Mme",0.5
"668","Cebpb","A","Igf2",1
"669","Sp1","A","Igf2",1
"670","Esr1","A","Ctsd",1
"671","Sp1","A","Ctsd",1
"672","Egr1","C","Dlk1",0.333333333333333
"673","Gata2","A","Epo",-1
"674","Ppara","A","Cpt1a",1
"675","Esr1","A","Hspb1",1
"676","Creb1","A","Nf1",1
"677","Etv4","A","Erbb2",-1
"678","Creb1","A","Plat",-1
"679","Atf2","A","Plat",1
"680","Jun","A","Vegfa",1
"681","Pou2f1","A","Gadd45a",1
"682","Sp1","A","Pdgfb",1
"683","Egr1","A","Pdgfb",1
"684","Hnf4a","A","Apob",1
"685","Sp1","A","Cdkn1b",1
"686","Ets1","A","Cdkn2a",1
"687","Ets2","A","Cdkn2a",1
"688","Fosl1","A","Plaur",1
"689","Jun","A","Plaur",1
"690","Tp53","A","Ndrg1",1
"691","Mitf","A","Tyrp1",1
"692","Sp3","A","Utrn",1
"693","Irf1","A","Tap2",1
"694","Creb1","A","Il2",1
"695","Etv4","A","Plaur",-1
"696","Spi1","A","Cybb",1
"697","Usf1","A","Apc",1
"698","Usf2","A","Apc",1
"699","Tal1","B","Tcf12",0.5
"700","Jun","A","Nos2",1
"701","Spi1","A","Il12b",1
"702","Rel","A","Il2",1
"703","Sp1","A","Gja1",1
"704","Sox9","A","Amh",1
"705","Srf","A","Dmd",1
"706","Cebpb","C","Lep",0.333333333333333
"707","Sp3","A","Maob",-1
"708","Sp1","A","Maob",1
"709","Fos","A","Cd69",1
"710","Nr3c1","A","Scnn1a",1
"711","Usf1","A","Cyp1a1",-1
"712","Etv4","A","Ptgs2",1
"713","Nfe2l2","A","Hmox1",1
"714","Esr1","A","Cdkn1a",1
"715","Tp53","A","Casp1",1
"716","Pparg","A","Ptgs2",-1
"717","Pou2f1","A","Cdx2",1
"718","Hnf1a","A","Pdx1",1
"719","Sp1","A","Apoa1",1
"720","Gata2","C","Edn1",0.333333333333333
"721","Hif1a","A","Edn1",1
"722","Cebpd","C","Pdgfra",0.333333333333333
"723","Cebpb","A","Il12b",1
"724","Jun","A","Il12b",1
"725","Srf","A","Tagln",1
"726","Cdx2","A","Pdgfb",1
"727","E4f1","A","Ccna2",-1
"728","Zbtb17","A","Cdkn2b",1
"729","Myc","A","Cdkn2b",-1
"730","Cebpa","B","Runx1",0.5
"731","Ppara","A","Fabp1",1
"732","Hnf1a","A","Akr1c6",1
"733","Sp1","A","Slc9a2",1
"734","Sp3","A","Slc9a2",1
"735","Nr1h2","A","Srebf1",1
"736","Nr1h3","A","Srebf1",1
"737","Nr1h3","B","Fasn",0.5
"738","Pparg","A","Ccnd1",-1
"739","Fos","A","Ccnd1",-1
"740","Myb","A","Cd4",1
"741","Sp1","A","Cdk6",-1
"742","Wt1","A","Ar",-1
"743","Epas1","C","Tfrc",0.333333333333333
"744","Tp53","A","Dnmt1",-1
"745","Mitf","A","Dct",1
"746","Tfap2a","A","F2r",-1
"747","Tfap2a","A","Fas",1
"748","Tfap2a","A","Kit",1
"749","Myb","B","Pdcd4",0.5
"750","Egr1","B","Bcr",0.5
"751","Stat3","A","A2m",1
"752","Jun","A","Nr3c1",-1
"753","Jun","A","Cyp11a1",1
"754","Jun","A","Mmp9",1
"755","Usf1","A","Top3a",1
"756","Yy1","A","Top3a",1
"757","Nrl","A","Rho",1
"758","Smad3","A","Bglap2",1
"759","Smad3","A","Bglap",1
"760","Smad3","A","Bglap3",1
"761","Mitf","A","Ctsk",1
"762","Jund","A","Il6",1
"763","Sp1","A","Ces1d",1
"764","Tfap2a","A","Taf7",1
"765","Cebpa","A","Lep",1
"766","Myc","A","Cebpa",-1
"767","Cebpa","A","Myc",-1
